Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",211220,G,338451,G,316039,G,190803,G,213094,G,238108,G,205158,G,239157,G,280684,G,216390,G,488887,G,304789,G,222392,G,338468,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1511,G,343,J,278,J,694,H,100,J,297,H,158,H,547,G,4,J,140,G,43,J,79,H,29,H,25,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2713,H,93,H,211,H,597,G,161,G,159,G,142,J,90,J,0,N,92,G,122,J,0,N,116,J,0,N
Business,"Paid employees for pay period including March 12",Utilities,1489,G,1543,J,619,H,1121,J,1295,J,2387,G,3898,J,699,J,769,J,1175,H,1342,G,906,J,5997,J,448,J
Business,"Paid employees for pay period including March 12",Construction,13651,G,15669,G,13344,G,12231,G,9274,G,10947,G,8332,G,12934,G,11226,G,12959,G,19036,G,8036,H,6112,G,12155,G
Business,"Paid employees for pay period including March 12",Manufacturing,28694,G,93857,G,64199,G,30960,H,27138,H,51314,G,45376,G,26456,G,39057,G,60793,G,48550,G,33824,G,29185,G,18695,H
Business,"Paid employees for pay period including March 12","Wholesale trade",6119,G,20437,G,17921,G,6501,G,10117,G,10138,G,7720,G,7497,G,15179,G,7556,G,36137,G,10213,G,9348,G,14459,G
Business,"Paid employees for pay period including March 12","Retail trade",35391,G,40298,G,29674,G,31523,G,30806,G,30839,G,27225,G,33926,G,32892,G,33637,G,56052,G,38293,G,21916,G,24457,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4807,G,12129,G,8234,G,4817,G,5927,G,6358,G,9886,H,7945,H,7194,G,4875,G,11757,G,14884,G,27017,H,6567,G
Business,"Paid employees for pay period including March 12",Information,2878,H,3120,H,5177,G,2286,H,2406,H,1818,G,2934,H,4723,H,4606,H,1854,G,11300,G,7733,G,3038,H,10814,G
Business,"Paid employees for pay period including March 12","Finance and insurance",8090,G,8400,H,14474,H,6642,H,6428,H,7467,H,8591,H,15478,G,6350,G,4722,H,30619,H,10136,G,2212,H,44045,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2879,G,3118,G,3745,G,2768,G,2863,G,3787,H,1883,G,3814,G,5884,G,2191,G,7067,G,3625,G,2592,H,9622,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6797,G,11101,G,15641,G,7280,G,7336,G,11390,H,8568,G,14498,G,34375,H,13979,G,73839,G,30923,H,6782,G,41594,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2402,H,9993,H,12867,G,4405,H,3701,G,8158,G,2985,H,4107,J,2722,G,1536,G,28906,G,9850,G,6422,G,19249,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6437,G,20404,G,17543,G,6549,G,18235,H,9837,G,9055,G,11725,G,17041,G,8220,G,32275,G,17877,G,10134,G,28860,G
Business,"Paid employees for pay period including March 12","Educational services",2327,G,12641,G,8310,H,3635,H,2154,G,4760,G,5048,G,3991,G,3738,H,1351,G,7016,G,3136,G,4841,H,5193,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",40563,G,38759,H,53299,G,32505,G,49014,G,37054,G,30173,G,43426,G,56053,G,27770,G,59630,H,62938,H,48417,G,63971,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2939,H,3624,G,5031,H,1999,G,2461,G,4898,G,2077,G,4775,G,3736,G,2525,G,6277,G,4277,G,4323,G,3088,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",32205,G,28803,G,31167,G,25804,G,23584,G,25955,G,22243,G,28624,G,26964,G,23555,G,40377,G,35354,G,25028,G,24056,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9223,G,14074,G,14253,G,8447,G,10072,G,10510,G,8849,G,13889,G,12866,G,7453,G,18506,G,12628,G,8869,G,11141,G
Business,"Paid employees for pay period including March 12","Industries not classified",105,J,45,H,52,G,39,H,22,H,35,H,15,G,13,J,18,J,7,J,36,J,44,J,14,J,29,H
Business,"Annual payroll ($1,000)","Total for all sectors",8615367,G,15430711,G,15955200,G,8073565,G,9306198,G,11459930,G,9415107,G,10813145,G,14560966,G,9735692,G,30622722,G,17369736,H,11646069,G,22740618,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",70588,G,28470,J,7847,J,31921,G,4414,H,18014,H,6772,H,24993,G,172,H,4270,G,1305,H,3779,J,1321,H,829,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",196729,H,5708,H,8906,H,36023,G,9910,G,12790,H,11661,H,5471,H,0,N,6684,G,9991,J,0,N,12694,J,0,N
Business,"Annual payroll ($1,000)",Utilities,150575,G,172649,J,63565,H,130610,H,151376,J,351760,G,488511,J,77172,J,94158,J,141126,H,208795,H,110301,J,703694,J,85891,J
Business,"Annual payroll ($1,000)",Construction,782639,G,947519,G,850693,G,725943,G,586724,G,651041,G,495495,G,801589,G,736150,G,902589,G,1348787,G,502475,G,438814,G,914947,G
Business,"Annual payroll ($1,000)",Manufacturing,1375073,G,4931666,G,3626056,G,1650794,H,1752491,H,2905595,G,2346033,G,1577348,G,2137811,G,3429368,G,3481200,G,2170318,G,1820079,G,1252003,H
Business,"Annual payroll ($1,000)","Wholesale trade",305564,G,1297936,G,1090237,G,419984,G,603263,G,722862,G,415440,G,512076,G,967965,G,432539,G,2828118,G,693202,G,604488,H,1323752,G
Business,"Annual payroll ($1,000)","Retail trade",1019704,G,1140677,G,878645,G,893110,G,878755,G,834209,G,786269,G,974126,G,994401,G,1062331,G,1680737,G,1060082,G,628929,G,822421,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",234949,G,605094,G,424997,G,236950,G,300909,G,328258,G,470191,H,295026,G,327148,G,235443,G,629774,G,766190,G,1716458,H,263549,G
Business,"Annual payroll ($1,000)",Information,121533,G,151298,G,339307,G,111883,H,131100,H,81872,G,220590,H,403085,H,274047,H,85137,G,1057438,G,749282,G,307320,H,1106216,G
Business,"Annual payroll ($1,000)","Finance and insurance",516268,G,586302,G,1233677,G,402931,H,443585,H,530245,H,637037,H,1121793,G,461254,G,319207,G,3128093,H,842126,G,133825,G,4910409,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",116026,G,152175,G,159690,G,97843,G,105838,G,155966,H,71533,G,170716,G,279309,G,80693,G,404181,G,204232,G,95324,G,544566,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",376830,G,807361,G,1162949,G,534686,H,384416,G,819043,H,717550,G,1002944,G,3582017,J,838586,H,6531619,G,3031620,H,425286,G,3799544,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",136515,H,772239,H,1332828,G,502515,H,265460,H,875272,G,307045,H,318490,J,243057,H,118120,G,3225777,G,1428378,G,603651,G,2349128,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",253730,G,629664,G,659590,G,245038,G,569025,H,359980,G,295194,G,459041,G,635308,G,355868,G,1555006,G,750675,G,450631,G,1284347,G
Business,"Annual payroll ($1,000)","Educational services",64435,G,432337,H,224238,H,98068,H,70046,G,126874,G,147289,G,116972,G,126163,H,26533,G,240505,G,93467,H,174973,H,169320,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1929697,G,1864916,H,2877800,G,1326134,G,2416280,G,1896165,G,1411905,G,1984109,G,2818466,G,1138493,G,2712424,H,3692220,J,2712306,G,2957779,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",83600,G,53398,G,87307,G,38193,G,46332,G,98016,H,37020,G,84400,G,69804,G,39560,G,279914,H,305846,H,160948,H,137275,H
Business,"Annual payroll ($1,000)","Accommodation and food services",623886,G,424569,G,494756,G,375172,G,327747,G,386069,G,298959,G,395672,G,407400,G,325975,G,616653,G,539275,G,392543,G,391205,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",255367,G,425741,G,430587,G,214909,G,258159,G,305084,G,250311,G,487694,G,405247,G,192983,G,680425,G,422990,H,262362,G,426808,G
Business,"Annual payroll ($1,000)","Industries not classified",1659,H,992,G,1525,G,858,G,368,G,815,G,302,G,428,G,873,H,187,G,1980,G,868,G,423,J,629,G
Business,"Total Establishments","Total for all sectors",19550,X,16849,X,16072,X,13318,X,13079,X,14431,X,12796,X,16200,X,17454,X,14860,X,24202,X,15583,X,10217,X,15597,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",282,X,32,X,31,X,90,X,18,X,44,X,31,X,27,X,5,X,31,X,15,X,9,X,3,X,5,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",109,X,11,X,21,X,64,X,14,X,23,X,16,X,15,X,0,N,13,X,6,X,0,N,5,X,0,N
Business,"Total Establishments",Utilities,91,X,32,X,26,X,40,X,24,X,45,X,32,X,16,X,8,X,29,X,17,X,26,X,20,X,12,X
Business,"Total Establishments",Construction,2397,X,1840,X,1492,X,1515,X,1002,X,1383,X,1349,X,1628,X,1296,X,1928,X,1823,X,883,X,562,X,727,X
Business,"Total Establishments",Manufacturing,1000,X,1467,X,942,X,647,X,570,X,1018,X,864,X,663,X,1179,X,1126,X,1217,X,524,X,487,X,439,X
Business,"Total Establishments","Wholesale trade",596,X,1012,X,802,X,460,X,509,X,645,X,526,X,713,X,857,X,594,X,1691,X,557,X,489,X,674,X
Business,"Total Establishments","Retail trade",3247,X,2525,X,2038,X,2361,X,2271,X,2246,X,1908,X,2108,X,2401,X,2135,X,3005,X,2504,X,2122,X,2207,X
Business,"Total Establishments","Transportation and warehousing",542,X,521,X,427,X,402,X,316,X,360,X,411,X,284,X,629,X,585,X,569,X,941,X,786,X,362,X
Business,"Total Establishments",Information,350,X,276,X,340,X,212,X,202,X,202,X,210,X,335,X,320,X,225,X,468,X,352,X,201,X,430,X
Business,"Total Establishments","Finance and insurance",1012,X,949,X,1131,X,747,X,758,X,825,X,727,X,1061,X,833,X,834,X,1656,X,747,X,316,X,954,X
Business,"Total Establishments","Real estate and rental and leasing",710,X,638,X,686,X,479,X,494,X,604,X,474,X,672,X,705,X,491,X,1038,X,646,X,330,X,802,X
Business,"Total Establishments","Professional, scientific, and technical services",1411,X,1278,X,1684,X,806,X,1003,X,1142,X,962,X,1917,X,1971,X,1125,X,3584,X,1714,X,562,X,2366,X
Business,"Total Establishments","Management of companies and enterprises",72,X,133,X,144,X,61,X,89,X,83,X,63,X,88,X,92,X,58,X,312,X,97,X,50,X,173,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",902,X,792,X,881,X,567,X,606,X,726,X,654,X,962,X,880,X,817,X,1505,X,793,X,425,X,881,X
Business,"Total Establishments","Educational services",151,X,160,X,206,X,100,X,132,X,146,X,139,X,229,X,173,X,134,X,310,X,203,X,102,X,200,X
Business,"Total Establishments","Health care and social assistance",2008,X,1628,X,1754,X,1681,X,2205,X,1545,X,1546,X,2074,X,2648,X,1848,X,2763,X,2060,X,1219,X,2429,X
Business,"Total Establishments","Arts, entertainment, and recreation",409,X,259,X,254,X,232,X,181,X,256,X,221,X,278,X,219,X,224,X,341,X,224,X,97,X,204,X
Business,"Total Establishments","Accommodation and food services",2129,X,1438,X,1341,X,1288,X,1232,X,1493,X,1233,X,1409,X,1577,X,1268,X,1958,X,1721,X,1103,X,1290,X
Business,"Total Establishments","Other services (except public administration)",2063,X,1844,X,1848,X,1536,X,1437,X,1621,X,1415,X,1708,X,1635,X,1376,X,1896,X,1561,X,1311,X,1419,X
Business,"Total Establishments","Industries not classified",69,X,14,X,24,X,30,X,16,X,24,X,15,X,13,X,24,X,19,X,28,X,19,X,27,X,23,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
