Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Residence 1 Year Ago","Same house",610918,"(+/- 9317 )",628007,"(+/- 8895 )",657397,"(+/- 11347 )",687209,"(+/- 12855 )",618123,"(+/- 10851 )",683657,"(+/- 12636 )",700947,"(+/- 13828 )",657201,"(+/- 15056 )",721126,"(+/- 12355 )",695616,"(+/- 9577 )",682265,"(+/- 11593 )",571502,"(+/- 10916 )",639610,"(+/- 7023 )",632178,"(+/- 12768 )",693935,"(+/- 9482 )",678658,"(+/- 14191 )",628810,"(+/- 10703 )",607634,"(+/- 14611 )",637605,"(+/- 13471 )",649783,"(+/- 9526 )",653047,"(+/- 17669 )",723257,"(+/- 16934 )",689371,"(+/- 19069 )",609235,"(+/- 8227 )",666223,"(+/- 12570 )",648892,"(+/- 7026 )",612793,"(+/- 11646 )",601762,"(+/- 16458 )",636597,"(+/- 17250 )",673420,"(+/- 21752 )",677876,"(+/- 14508 )",633519,"(+/- 10419 )",569691,"(+/- 13514 )",605240,"(+/- 18072 )",681782,"(+/- 12268 )",675353,"(+/- 12547 )",613358,"(+/- 19520 )",646255,"(+/- 13211 )",656610,"(+/- 10372 )",635607,"(+/- 15114 )",696311,"(+/- 10985 )",746814,"(+/- 16742 )",652437,"(+/- 19073 )",653335,"(+/- 17121 )",662739,"(+/- 12506 )",629129,"(+/- 13770 )",629316,"(+/- 13396 )",609705,"(+/- 10625 )",620838,"(+/- 13573 )",654321,"(+/- 15350 )",638735,"(+/- 15732 )",620062,"(+/- 15364 )",655913,"(+/- 17946 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",84556,"(+/- 7135 )",83522,"(+/- 7649 )",95595,"(+/- 7697 )",88888,"(+/- 9839 )",86003,"(+/- 7181 )",92249,"(+/- 7300 )",81928,"(+/- 8471 )",93104,"(+/- 11564 )",77731,"(+/- 9283 )",70726,"(+/- 7361 )",81433,"(+/- 7585 )",139074,"(+/- 7631 )",115460,"(+/- 6786 )",81603,"(+/- 7020 )",81683,"(+/- 7206 )",63025,"(+/- 6888 )",132574,"(+/- 9702 )",107418,"(+/- 7946 )",78734,"(+/- 6813 )",91354,"(+/- 8343 )",57329,"(+/- 6589 )",76461,"(+/- 9492 )",70312,"(+/- 8307 )",123526,"(+/- 8309 )",62692,"(+/- 5534 )",59652,"(+/- 6240 )",69958,"(+/- 6230 )",88437,"(+/- 8810 )",48225,"(+/- 5500 )",84854,"(+/- 8184 )",74197,"(+/- 8544 )",49827,"(+/- 5798 )",112410,"(+/- 9712 )",83981,"(+/- 7345 )",57276,"(+/- 7556 )",78466,"(+/- 7258 )",79017,"(+/- 7114 )",38653,"(+/- 4759 )",66240,"(+/- 6793 )",40182,"(+/- 5580 )",61106,"(+/- 7196 )",86566,"(+/- 10609 )",67676,"(+/- 8528 )",37510,"(+/- 6073 )",136923,"(+/- 10782 )",65263,"(+/- 7900 )",66034,"(+/- 5103 )",97483,"(+/- 8477 )",111873,"(+/- 11542 )",84984,"(+/- 8496 )",59750,"(+/- 7359 )",151833,"(+/- 10617 )",96117,"(+/- 10022 )"
People,"Residence 1 Year Ago","Different house in the U.S.",81820,"(+/- 7089 )",79359,"(+/- 7356 )",91376,"(+/- 7597 )",87623,"(+/- 9768 )",83247,"(+/- 7290 )",88509,"(+/- 7015 )",79353,"(+/- 8198 )",91741,"(+/- 11333 )",76452,"(+/- 9147 )",69613,"(+/- 7460 )",79105,"(+/- 7245 )",132148,"(+/- 7362 )",107377,"(+/- 6959 )",76305,"(+/- 7037 )",77662,"(+/- 7084 )",60925,"(+/- 6722 )",122030,"(+/- 9818 )",100534,"(+/- 7897 )",75143,"(+/- 6993 )",87515,"(+/- 8233 )",56688,"(+/- 6631 )",73613,"(+/- 9373 )",68351,"(+/- 8276 )",118502,"(+/- 8480 )",61590,"(+/- 5553 )",57859,"(+/- 6344 )",65123,"(+/- 6342 )",84091,"(+/- 8559 )",46040,"(+/- 5449 )",80622,"(+/- 8142 )",73082,"(+/- 8542 )",48621,"(+/- 5733 )",105723,"(+/- 9726 )",80964,"(+/- 7073 )",55867,"(+/- 7482 )",76253,"(+/- 7130 )",74638,"(+/- 7079 )",37680,"(+/- 4763 )",62924,"(+/- 6726 )",37269,"(+/- 5426 )",58245,"(+/- 6840 )",85868,"(+/- 10577 )",64313,"(+/- 8318 )",36496,"(+/- 5906 )",129148,"(+/- 10591 )",63088,"(+/- 7659 )",64082,"(+/- 5045 )",92714,"(+/- 8567 )",103264,"(+/- 10245 )",83053,"(+/- 8495 )",56190,"(+/- 7223 )",142062,"(+/- 10717 )",90913,"(+/- 9359 )"
People,"Residence 1 Year Ago","Same county",43794,"(+/- 5453 )",35542,"(+/- 4012 )",46198,"(+/- 5455 )",27196,"(+/- 4799 )",44799,"(+/- 6222 )",52286,"(+/- 4996 )",52897,"(+/- 7199 )",48781,"(+/- 8981 )",45707,"(+/- 7103 )",38274,"(+/- 4724 )",40829,"(+/- 6561 )",77345,"(+/- 6687 )",58584,"(+/- 4926 )",44535,"(+/- 5593 )",43559,"(+/- 5262 )",34664,"(+/- 4320 )",84864,"(+/- 7944 )",64737,"(+/- 7030 )",57657,"(+/- 6658 )",39605,"(+/- 6629 )",34129,"(+/- 5768 )",49824,"(+/- 7445 )",48047,"(+/- 7240 )",58710,"(+/- 6241 )",48772,"(+/- 5088 )",37713,"(+/- 5224 )",49973,"(+/- 6197 )",65252,"(+/- 7417 )",36695,"(+/- 4974 )",64546,"(+/- 7592 )",43989,"(+/- 6902 )",40266,"(+/- 5433 )",70503,"(+/- 7775 )",61908,"(+/- 5816 )",32143,"(+/- 5785 )",44579,"(+/- 6092 )",55791,"(+/- 6638 )",29674,"(+/- 4504 )",35391,"(+/- 4681 )",32593,"(+/- 4973 )",29812,"(+/- 4857 )",36465,"(+/- 7014 )",54171,"(+/- 7320 )",28340,"(+/- 4897 )",83618,"(+/- 9736 )",41374,"(+/- 6366 )",40765,"(+/- 4182 )",62056,"(+/- 7122 )",56886,"(+/- 7092 )",57567,"(+/- 7228 )",44722,"(+/- 6582 )",86803,"(+/- 8201 )",61564,"(+/- 8378 )"
People,"Residence 1 Year Ago","Different county",38026,"(+/- 4471 )",43817,"(+/- 5759 )",45178,"(+/- 5396 )",60427,"(+/- 7487 )",38448,"(+/- 5285 )",36223,"(+/- 4988 )",26456,"(+/- 3958 )",42960,"(+/- 6424 )",30745,"(+/- 5933 )",31339,"(+/- 6163 )",38276,"(+/- 4637 )",54803,"(+/- 6125 )",48793,"(+/- 4192 )",31770,"(+/- 4409 )",34103,"(+/- 5040 )",26261,"(+/- 4169 )",37166,"(+/- 5533 )",35797,"(+/- 3904 )",17486,"(+/- 2434 )",47910,"(+/- 4643 )",22559,"(+/- 3710 )",23789,"(+/- 4592 )",20304,"(+/- 3805 )",59792,"(+/- 6746 )",12818,"(+/- 3147 )",20146,"(+/- 2698 )",15150,"(+/- 2885 )",18839,"(+/- 4395 )",9345,"(+/- 2008 )",16076,"(+/- 3610 )",29093,"(+/- 4999 )",8355,"(+/- 1490 )",35220,"(+/- 4454 )",19056,"(+/- 3074 )",23724,"(+/- 4482 )",31674,"(+/- 3843 )",18847,"(+/- 3304 )",8006,"(+/- 1895 )",27533,"(+/- 4312 )",4676,"(+/- 1534 )",28433,"(+/- 4885 )",49403,"(+/- 9087 )",10142,"(+/- 3057 )",8156,"(+/- 2827 )",45530,"(+/- 5848 )",21714,"(+/- 4261 )",23317,"(+/- 3309 )",30658,"(+/- 5237 )",46378,"(+/- 7404 )",25486,"(+/- 6065 )",11468,"(+/- 2267 )",55259,"(+/- 6026 )",29349,"(+/- 4918 )"
People,"Residence 1 Year Ago","Same state",31487,"(+/- 3917 )",37288,"(+/- 5161 )",36562,"(+/- 4917 )",52674,"(+/- 6980 )",31453,"(+/- 4649 )",27604,"(+/- 4480 )",22155,"(+/- 3713 )",30684,"(+/- 5766 )",27208,"(+/- 5715 )",28039,"(+/- 6030 )",30681,"(+/- 4130 )",39332,"(+/- 5129 )",35415,"(+/- 3598 )",24720,"(+/- 4193 )",26892,"(+/- 4384 )",23452,"(+/- 4196 )",23660,"(+/- 3839 )",22422,"(+/- 3386 )",13723,"(+/- 2463 )",39282,"(+/- 4663 )",18946,"(+/- 3568 )",18564,"(+/- 4273 )",15063,"(+/- 3352 )",46626,"(+/- 6253 )",9183,"(+/- 2704 )",15615,"(+/- 2109 )",7206,"(+/- 1500 )",6253,"(+/- 1515 )",5297,"(+/- 1477 )",6340,"(+/- 1658 )",23431,"(+/- 4391 )",5844,"(+/- 1440 )",19150,"(+/- 3022 )",10694,"(+/- 2160 )",19202,"(+/- 3420 )",24250,"(+/- 3365 )",9118,"(+/- 1685 )",6158,"(+/- 1527 )",23371,"(+/- 3841 )",2960,"(+/- 1281 )",24625,"(+/- 4759 )",43421,"(+/- 9029 )",6015,"(+/- 2458 )",3237,"(+/- 1153 )",29531,"(+/- 5710 )",17339,"(+/- 4160 )",15377,"(+/- 2760 )",21055,"(+/- 4564 )",20617,"(+/- 4150 )",16651,"(+/- 5755 )",6855,"(+/- 1908 )",23321,"(+/- 4281 )",16829,"(+/- 3923 )"
People,"Residence 1 Year Ago","Different state",6539,"(+/- 1620 )",6529,"(+/- 2364 )",8616,"(+/- 2006 )",7753,"(+/- 2461 )",6995,"(+/- 2465 )",8619,"(+/- 2633 )",4301,"(+/- 1353 )",12276,"(+/- 2858 )",3537,"(+/- 1380 )",3300,"(+/- 1498 )",7595,"(+/- 2734 )",15471,"(+/- 3029 )",13378,"(+/- 2402 )",7050,"(+/- 2063 )",7211,"(+/- 2293 )",2809,"(+/- 1239 )",13506,"(+/- 2896 )",13375,"(+/- 2364 )",3763,"(+/- 1228 )",8628,"(+/- 1964 )",3613,"(+/- 1456 )",5225,"(+/- 2205 )",5241,"(+/- 1792 )",13166,"(+/- 1977 )",3635,"(+/- 1322 )",4531,"(+/- 1477 )",7944,"(+/- 2441 )",12586,"(+/- 4056 )",4048,"(+/- 1323 )",9736,"(+/- 3117 )",5662,"(+/- 1971 )",2511,"(+/- 805 )",16070,"(+/- 3123 )",8362,"(+/- 1882 )",4522,"(+/- 2346 )",7424,"(+/- 1712 )",9729,"(+/- 2422 )",1848,"(+/- 762 )",4162,"(+/- 1384 )",1716,"(+/- 784 )",3808,"(+/- 1250 )",5982,"(+/- 1942 )",4127,"(+/- 1422 )",4919,"(+/- 2722 )",15999,"(+/- 3440 )",4375,"(+/- 1459 )",7940,"(+/- 2245 )",9603,"(+/- 2549 )",25761,"(+/- 5736 )",8835,"(+/- 2579 )",4613,"(+/- 1265 )",31938,"(+/- 4207 )",12520,"(+/- 2665 )"
People,"Residence 1 Year Ago",Abroad,2736,"(+/- 1157 )",4163,"(+/- 1495 )",4219,"(+/- 1619 )",1265,"(+/- 499 )",2756,"(+/- 1085 )",3740,"(+/- 1976 )",2575,"(+/- 904 )",1363,"(+/- 834 )",1279,"(+/- 646 )",1113,"(+/- 857 )",2328,"(+/- 1497 )",6926,"(+/- 2114 )",8083,"(+/- 2173 )",5298,"(+/- 1544 )",4021,"(+/- 1340 )",2100,"(+/- 1218 )",10544,"(+/- 2394 )",6884,"(+/- 1878 )",3591,"(+/- 1021 )",3839,"(+/- 1317 )",641,"(+/- 559 )",2848,"(+/- 1381 )",1961,"(+/- 1019 )",5024,"(+/- 2195 )",1102,"(+/- 543 )",1793,"(+/- 609 )",4835,"(+/- 2486 )",4346,"(+/- 1659 )",2185,"(+/- 763 )",4232,"(+/- 1968 )",1115,"(+/- 411 )",1206,"(+/- 706 )",6687,"(+/- 1944 )",3017,"(+/- 1525 )",1409,"(+/- 678 )",2213,"(+/- 724 )",4379,"(+/- 1287 )",973,"(+/- 454 )",3316,"(+/- 1343 )",2913,"(+/- 1213 )",2861,"(+/- 1360 )",698,"(+/- 465 )",3363,"(+/- 1306 )",1014,"(+/- 595 )",7775,"(+/- 2005 )",2175,"(+/- 1052 )",1952,"(+/- 1076 )",4769,"(+/- 2490 )",8609,"(+/- 4714 )",1931,"(+/- 886 )",3560,"(+/- 981 )",9771,"(+/- 2584 )",5204,"(+/- 2732 )"
Workers,"Employment Status","Population 16 years and over",574897,"(+/- 6388 )",598395,"(+/- 5354 )",603500,"(+/- 6020 )",642486,"(+/- 7523 )",588189,"(+/- 7671 )",630573,"(+/- 8925 )",621321,"(+/- 9028 )",579324,"(+/- 10021 )",626818,"(+/- 9228 )",588560,"(+/- 5920 )",622052,"(+/- 9725 )",631401,"(+/- 6989 )",639425,"(+/- 5736 )",600393,"(+/- 8779 )",629259,"(+/- 6995 )",554390,"(+/- 9518 )",634803,"(+/- 10203 )",584477,"(+/- 10625 )",583763,"(+/- 11149 )",589998,"(+/- 5894 )",529063,"(+/- 13513 )",611616,"(+/- 10347 )",586226,"(+/- 13482 )",609174,"(+/- 2416 )",579233,"(+/- 10429 )",571742,"(+/- 3905 )",572937,"(+/- 8275 )",596799,"(+/- 13594 )",557787,"(+/- 14726 )",630938,"(+/- 16556 )",586972,"(+/- 12285 )",556753,"(+/- 9338 )",581817,"(+/- 12467 )",587914,"(+/- 17176 )",577680,"(+/- 10353 )",620277,"(+/- 9870 )",578814,"(+/- 15782 )",557268,"(+/- 12366 )",600723,"(+/- 9727 )",527730,"(+/- 12411 )",596338,"(+/- 9600 )",645802,"(+/- 12467 )",575673,"(+/- 13150 )",546869,"(+/- 13674 )",651695,"(+/- 9069 )",561448,"(+/- 10817 )",575552,"(+/- 12298 )",596200,"(+/- 8523 )",599184,"(+/- 9756 )",583728,"(+/- 10891 )",559308,"(+/- 12416 )",641662,"(+/- 11817 )",628291,"(+/- 14533 )"
Workers,"Employment Status","In labor force",311084,"(+/- 6549 )",360178,"(+/- 6111 )",364163,"(+/- 7893 )",375655,"(+/- 7089 )",373573,"(+/- 8205 )",399918,"(+/- 8228 )",391168,"(+/- 9270 )",329292,"(+/- 8822 )",380235,"(+/- 8668 )",361520,"(+/- 7555 )",410895,"(+/- 8544 )",437318,"(+/- 6976 )",425337,"(+/- 8306 )",400019,"(+/- 8398 )",415016,"(+/- 7106 )",321410,"(+/- 8643 )",436239,"(+/- 9729 )",378218,"(+/- 9337 )",386564,"(+/- 9571 )",364195,"(+/- 7087 )",293753,"(+/- 9318 )",380128,"(+/- 10395 )",341580,"(+/- 12407 )",368024,"(+/- 7032 )",358456,"(+/- 8426 )",366998,"(+/- 5266 )",350115,"(+/- 7574 )",401082,"(+/- 12215 )",368596,"(+/- 10720 )",424789,"(+/- 11900 )",364600,"(+/- 9858 )",354434,"(+/- 7060 )",375040,"(+/- 10599 )",377933,"(+/- 12728 )",375123,"(+/- 8750 )",335072,"(+/- 10153 )",380406,"(+/- 12602 )",347951,"(+/- 9299 )",383497,"(+/- 6511 )",336300,"(+/- 9590 )",386735,"(+/- 9980 )",402014,"(+/- 10027 )",385287,"(+/- 10845 )",336907,"(+/- 10988 )",429248,"(+/- 9542 )",368960,"(+/- 9222 )",377283,"(+/- 10189 )",389409,"(+/- 7164 )",398910,"(+/- 8903 )",362116,"(+/- 10205 )",346228,"(+/- 9595 )",436039,"(+/- 12657 )",436600,"(+/- 12913 )"
Workers,"Employment Status","Civilian labor force",310562,"(+/- 6560 )",359252,"(+/- 6152 )",356687,"(+/- 8020 )",374486,"(+/- 7107 )",373033,"(+/- 8211 )",398800,"(+/- 8076 )",390657,"(+/- 9282 )",318181,"(+/- 8784 )",379667,"(+/- 8695 )",361247,"(+/- 7510 )",409659,"(+/- 8597 )",437200,"(+/- 6981 )",424403,"(+/- 8353 )",399915,"(+/- 8425 )",414315,"(+/- 7093 )",321037,"(+/- 8617 )",435533,"(+/- 9763 )",377955,"(+/- 9328 )",386460,"(+/- 9580 )",359098,"(+/- 6832 )",287867,"(+/- 9363 )",378668,"(+/- 10300 )",338821,"(+/- 12148 )",363486,"(+/- 7244 )",357516,"(+/- 8447 )",364487,"(+/- 5145 )",349887,"(+/- 7527 )",400958,"(+/- 12235 )",368411,"(+/- 10739 )",424287,"(+/- 11779 )",363906,"(+/- 9826 )",354317,"(+/- 7043 )",374670,"(+/- 10594 )",377731,"(+/- 12694 )",374643,"(+/- 8704 )",334327,"(+/- 10038 )",380406,"(+/- 12602 )",347683,"(+/- 9279 )",382936,"(+/- 6541 )",336230,"(+/- 9585 )",385983,"(+/- 10041 )",399268,"(+/- 10166 )",384758,"(+/- 10898 )",336384,"(+/- 10920 )",428497,"(+/- 9508 )",368866,"(+/- 9218 )",376752,"(+/- 10216 )",388293,"(+/- 7237 )",369050,"(+/- 8270 )",356453,"(+/- 10630 )",327780,"(+/- 8905 )",411549,"(+/- 11977 )",422354,"(+/- 12621 )"
Workers,"Employment Status",Employed,283911,"(+/- 7373 )",332403,"(+/- 6391 )",330152,"(+/- 7546 )",350110,"(+/- 7381 )",344275,"(+/- 8321 )",366804,"(+/- 8717 )",362316,"(+/- 8825 )",283481,"(+/- 8195 )",341027,"(+/- 7843 )",332429,"(+/- 7640 )",378296,"(+/- 8690 )",402129,"(+/- 7259 )",391321,"(+/- 8224 )",371638,"(+/- 7980 )",390537,"(+/- 7155 )",281817,"(+/- 8125 )",411943,"(+/- 9527 )",356576,"(+/- 8538 )",360324,"(+/- 8926 )",334131,"(+/- 7051 )",254260,"(+/- 8739 )",345321,"(+/- 9968 )",308718,"(+/- 10825 )",336496,"(+/- 7244 )",328792,"(+/- 7858 )",336849,"(+/- 5289 )",320417,"(+/- 7439 )",357211,"(+/- 12896 )",329337,"(+/- 9712 )",380008,"(+/- 10375 )",337908,"(+/- 10132 )",328205,"(+/- 7257 )",341927,"(+/- 10977 )",339566,"(+/- 12317 )",342100,"(+/- 8313 )",301097,"(+/- 9118 )",340726,"(+/- 11846 )",321693,"(+/- 8825 )",348658,"(+/- 6567 )",307541,"(+/- 9244 )",352367,"(+/- 9691 )",369576,"(+/- 10074 )",345831,"(+/- 10496 )",304723,"(+/- 10349 )",398750,"(+/- 9294 )",340929,"(+/- 9124 )",347519,"(+/- 9146 )",360221,"(+/- 7055 )",339291,"(+/- 8028 )",325327,"(+/- 10363 )",286472,"(+/- 8886 )",384113,"(+/- 11997 )",388482,"(+/- 11945 )"
Workers,"Employment Status",Unemployed,26651,"(+/- 3182 )",26849,"(+/- 3187 )",26535,"(+/- 2670 )",24376,"(+/- 3210 )",28758,"(+/- 3322 )",31996,"(+/- 3592 )",28341,"(+/- 3531 )",34700,"(+/- 3972 )",38640,"(+/- 4224 )",28818,"(+/- 3251 )",31363,"(+/- 3578 )",35071,"(+/- 4356 )",33082,"(+/- 3225 )",28277,"(+/- 3165 )",23778,"(+/- 2526 )",39220,"(+/- 4601 )",23590,"(+/- 3111 )",21379,"(+/- 2858 )",26136,"(+/- 2951 )",24967,"(+/- 2716 )",33607,"(+/- 4029 )",33347,"(+/- 3747 )",30103,"(+/- 3615 )",26990,"(+/- 3216 )",28724,"(+/- 3964 )",27638,"(+/- 2741 )",29470,"(+/- 3043 )",43747,"(+/- 3856 )",39074,"(+/- 3704 )",44279,"(+/- 4267 )",25998,"(+/- 3647 )",26112,"(+/- 2744 )",32743,"(+/- 3388 )",38165,"(+/- 3445 )",32543,"(+/- 2831 )",33230,"(+/- 3579 )",39680,"(+/- 3729 )",25990,"(+/- 3064 )",34278,"(+/- 3320 )",28689,"(+/- 3050 )",33616,"(+/- 3993 )",29692,"(+/- 3298 )",38927,"(+/- 3902 )",31661,"(+/- 2982 )",29747,"(+/- 3577 )",27937,"(+/- 3037 )",29233,"(+/- 2869 )",28072,"(+/- 2703 )",29759,"(+/- 3540 )",31126,"(+/- 3210 )",41308,"(+/- 4186 )",27436,"(+/- 3318 )",33872,"(+/- 3885 )"
Workers,"Employment Status","Armed Forces",522,"(+/- 279 )",926,"(+/- 541 )",7476,"(+/- 1659 )",1169,"(+/- 592 )",540,"(+/- 479 )",1118,"(+/- 677 )",511,"(+/- 469 )",11111,"(+/- 2089 )",568,"(+/- 475 )",273,"(+/- 276 )",1236,"(+/- 607 )",118,"(+/- 152 )",934,"(+/- 517 )",104,"(+/- 123 )",701,"(+/- 568 )",373,"(+/- 296 )",706,"(+/- 550 )",263,"(+/- 188 )",104,"(+/- 172 )",5097,"(+/- 1054 )",5886,"(+/- 1369 )",1460,"(+/- 1103 )",2759,"(+/- 1062 )",4538,"(+/- 2435 )",940,"(+/- 561 )",2511,"(+/- 777 )",228,"(+/- 182 )",124,"(+/- 206 )",185,"(+/- 257 )",502,"(+/- 576 )",694,"(+/- 452 )",117,"(+/- 134 )",370,"(+/- 335 )",202,"(+/- 258 )",480,"(+/- 318 )",745,"(+/- 550 )",0,"(+/- 218 )",268,"(+/- 262 )",561,"(+/- 549 )",70,"(+/- 102 )",752,"(+/- 400 )",2746,"(+/- 1072 )",529,"(+/- 474 )",523,"(+/- 346 )",751,"(+/- 389 )",94,"(+/- 114 )",531,"(+/- 552 )",1116,"(+/- 629 )",29860,"(+/- 5564 )",5663,"(+/- 1660 )",18448,"(+/- 4040 )",24490,"(+/- 6316 )",14246,"(+/- 2667 )"
Workers,"Employment Status","Not in labor force",263813,"(+/- 6588 )",238217,"(+/- 6541 )",239337,"(+/- 7956 )",266831,"(+/- 7178 )",214616,"(+/- 6502 )",230655,"(+/- 7568 )",230153,"(+/- 7934 )",250032,"(+/- 8458 )",246583,"(+/- 8244 )",227040,"(+/- 6830 )",211157,"(+/- 8308 )",194083,"(+/- 6582 )",214088,"(+/- 7100 )",200374,"(+/- 5805 )",214243,"(+/- 6024 )",232980,"(+/- 7528 )",198564,"(+/- 7036 )",206259,"(+/- 7023 )",197199,"(+/- 6469 )",225803,"(+/- 6036 )",235310,"(+/- 8396 )",231488,"(+/- 7761 )",244646,"(+/- 10630 )",241150,"(+/- 6829 )",220777,"(+/- 8159 )",204744,"(+/- 4939 )",222822,"(+/- 7819 )",195717,"(+/- 7361 )",189191,"(+/- 7735 )",206149,"(+/- 10091 )",222372,"(+/- 7930 )",202319,"(+/- 6984 )",206777,"(+/- 7722 )",209981,"(+/- 8479 )",202557,"(+/- 6368 )",285205,"(+/- 8182 )",198408,"(+/- 8799 )",209317,"(+/- 8514 )",217226,"(+/- 7785 )",191430,"(+/- 7083 )",209603,"(+/- 7787 )",243788,"(+/- 8969 )",190386,"(+/- 7007 )",209962,"(+/- 8244 )",222447,"(+/- 8600 )",192488,"(+/- 7588 )",198269,"(+/- 6698 )",206791,"(+/- 7331 )",200274,"(+/- 7749 )",221612,"(+/- 8774 )",213080,"(+/- 7505 )",205623,"(+/- 9110 )",191691,"(+/- 7855 )"
Workers,"Employment Status","Civilian labor force",310562,"(+/- 6560 )",359252,"(+/- 6152 )",356687,"(+/- 8020 )",374486,"(+/- 7107 )",373033,"(+/- 8211 )",398800,"(+/- 8076 )",390657,"(+/- 9282 )",318181,"(+/- 8784 )",379667,"(+/- 8695 )",361247,"(+/- 7510 )",409659,"(+/- 8597 )",437200,"(+/- 6981 )",424403,"(+/- 8353 )",399915,"(+/- 8425 )",414315,"(+/- 7093 )",321037,"(+/- 8617 )",435533,"(+/- 9763 )",377955,"(+/- 9328 )",386460,"(+/- 9580 )",359098,"(+/- 6832 )",287867,"(+/- 9363 )",378668,"(+/- 10300 )",338821,"(+/- 12148 )",363486,"(+/- 7244 )",357516,"(+/- 8447 )",364487,"(+/- 5145 )",349887,"(+/- 7527 )",400958,"(+/- 12235 )",368411,"(+/- 10739 )",424287,"(+/- 11779 )",363906,"(+/- 9826 )",354317,"(+/- 7043 )",374670,"(+/- 10594 )",377731,"(+/- 12694 )",374643,"(+/- 8704 )",334327,"(+/- 10038 )",380406,"(+/- 12602 )",347683,"(+/- 9279 )",382936,"(+/- 6541 )",336230,"(+/- 9585 )",385983,"(+/- 10041 )",399268,"(+/- 10166 )",384758,"(+/- 10898 )",336384,"(+/- 10920 )",428497,"(+/- 9508 )",368866,"(+/- 9218 )",376752,"(+/- 10216 )",388293,"(+/- 7237 )",369050,"(+/- 8270 )",356453,"(+/- 10630 )",327780,"(+/- 8905 )",411549,"(+/- 11977 )",422354,"(+/- 12621 )"
Workers,"Employment Status","Unemployment Rate",8.6,"(+/- 1.0 )",7.5,"(+/- 0.9 )",7.4,"(+/- 0.7 )",6.5,"(+/- 0.8 )",7.7,"(+/- 0.9 )",8.0,"(+/- 0.9 )",7.3,"(+/- 0.9 )",10.9,"(+/- 1.2 )",10.2,"(+/- 1.0 )",8.0,"(+/- 0.9 )",7.7,"(+/- 0.9 )",8.0,"(+/- 1.0 )",7.8,"(+/- 0.7 )",7.1,"(+/- 0.8 )",5.7,"(+/- 0.6 )",12.2,"(+/- 1.3 )",5.4,"(+/- 0.7 )",5.7,"(+/- 0.7 )",6.8,"(+/- 0.7 )",7.0,"(+/- 0.8 )",11.7,"(+/- 1.3 )",8.8,"(+/- 1.0 )",8.9,"(+/- 0.9 )",7.4,"(+/- 0.9 )",8.0,"(+/- 1.1 )",7.6,"(+/- 0.7 )",8.4,"(+/- 0.8 )",10.9,"(+/- 1.0 )",10.6,"(+/- 0.9 )",10.4,"(+/- 0.9 )",7.1,"(+/- 1.0 )",7.4,"(+/- 0.8 )",8.7,"(+/- 0.9 )",10.1,"(+/- 0.9 )",8.7,"(+/- 0.7 )",9.9,"(+/- 1.0 )",10.4,"(+/- 0.9 )",7.5,"(+/- 0.8 )",9.0,"(+/- 0.8 )",8.5,"(+/- 0.9 )",8.7,"(+/- 1.0 )",7.4,"(+/- 0.8 )",10.1,"(+/- 1.0 )",9.4,"(+/- 0.8 )",6.9,"(+/- 0.8 )",7.6,"(+/- 0.8 )",7.8,"(+/- 0.7 )",7.2,"(+/- 0.7 )",8.1,"(+/- 0.9 )",8.7,"(+/- 0.9 )",12.6,"(+/- 1.2 )",6.7,"(+/- 0.8 )",8.0,"(+/- 0.9 )"
