Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",19097,"(+/- 2354 )",14892,"(+/- 2031 )",23083,"(+/- 2575 )",18266,"(+/- 2011 )",32291,"(+/- 2975 )",37535,"(+/- 3092 )",23530,"(+/- 2591 )",25835,"(+/- 2856 )",28088,"(+/- 2799 )",23905,"(+/- 2288 )",24422,"(+/- 2580 )",18108,"(+/- 2168 )",17424,"(+/- 2052 )",36165,"(+/- 3170 )",15127,"(+/- 1724 )",19452,"(+/- 2263 )",13036,"(+/- 1575 )",22791,"(+/- 2132 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",18408,"(+/- 2208 )",9503,"(+/- 1933 )",26991,"(+/- 2694 )",17528,"(+/- 2053 )",62933,"(+/- 3336 )",57993,"(+/- 3020 )",46388,"(+/- 4139 )",20308,"(+/- 2186 )",48724,"(+/- 3054 )",44806,"(+/- 2678 )",29454,"(+/- 2455 )",10519,"(+/- 1386 )",14606,"(+/- 1696 )",42537,"(+/- 3660 )",10803,"(+/- 1420 )",14705,"(+/- 1878 )",8348,"(+/- 1113 )",20173,"(+/- 1943 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",60051,"(+/- 3331 )",55279,"(+/- 2774 )",78791,"(+/- 3584 )",67607,"(+/- 2264 )",93578,"(+/- 2775 )",109503,"(+/- 4652 )",68009,"(+/- 3286 )",79401,"(+/- 2100 )",81136,"(+/- 2762 )",87871,"(+/- 3232 )",83236,"(+/- 3762 )",56579,"(+/- 2488 )",57985,"(+/- 2545 )",103540,"(+/- 3791 )",59928,"(+/- 1541 )",64413,"(+/- 2328 )",50712,"(+/- 1089 )",68807,"(+/- 1974 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",79296,"(+/- 2615 )",71043,"(+/- 2370 )",103660,"(+/- 4003 )",87349,"(+/- 2724 )",141932,"(+/- 4514 )",144254,"(+/- 3954 )",109527,"(+/- 5986 )",96606,"(+/- 2364 )",120035,"(+/- 4046 )",131005,"(+/- 4977 )",107680,"(+/- 3521 )",73738,"(+/- 1974 )",77834,"(+/- 2063 )",127106,"(+/- 3880 )",77416,"(+/- 2422 )",82545,"(+/- 2321 )",66778,"(+/- 1675 )",89499,"(+/- 2343 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",672019,"(+/- 15927 )",676011,"(+/- 13043 )",716206,"(+/- 18453 )",638801,"(+/- 17171 )",746700,"(+/- 16251 )",747808,"(+/- 11859 )",733572,"(+/- 17532 )",697144,"(+/- 11482 )",725682,"(+/- 14995 )",700125,"(+/- 8492 )",713377,"(+/- 10503 )",648341,"(+/- 4717 )",678712,"(+/- 8354 )",731660,"(+/- 11933 )",656725,"(+/- 5922 )",673833,"(+/- 7238 )",648402,"(+/- 9013 )",690211,"(+/- 8519 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",622784,"(+/- 15299 )",623601,"(+/- 12158 )",655989,"(+/- 17820 )",546242,"(+/- 15463 )",695641,"(+/- 16430 )",718590,"(+/- 11397 )",667955,"(+/- 17177 )",628344,"(+/- 11409 )",674666,"(+/- 13414 )",642375,"(+/- 8739 )",666411,"(+/- 11564 )",610886,"(+/- 5778 )",646191,"(+/- 8971 )",704583,"(+/- 12121 )",616305,"(+/- 6357 )",637574,"(+/- 7978 )",601486,"(+/- 8251 )",660607,"(+/- 8688 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",421555,"(+/- 13719 )",387642,"(+/- 11346 )",498205,"(+/- 16592 )",358488,"(+/- 12321 )",576829,"(+/- 15737 )",616822,"(+/- 12483 )",434979,"(+/- 16793 )",474683,"(+/- 11851 )",533125,"(+/- 12567 )",504794,"(+/- 11594 )",511110,"(+/- 11535 )",434426,"(+/- 8511 )",486826,"(+/- 8965 )",596824,"(+/- 14604 )",436044,"(+/- 10846 )",475798,"(+/- 10448 )",407823,"(+/- 10146 )",521241,"(+/- 10835 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",285280,"(+/- 14642 )",313736,"(+/- 13955 )",239299,"(+/- 12283 )",222394,"(+/- 10840 )",176434,"(+/- 9489 )",183650,"(+/- 8175 )",281354,"(+/- 13679 )",220064,"(+/- 10710 )",220846,"(+/- 10405 )",215297,"(+/- 8812 )",228707,"(+/- 9562 )",274917,"(+/- 8057 )",250632,"(+/- 8642 )",186293,"(+/- 9210 )",279615,"(+/- 8138 )",257814,"(+/- 8845 )",290449,"(+/- 8953 )",240679,"(+/- 8773 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",49235,"(+/- 6088 )",52410,"(+/- 5386 )",60217,"(+/- 6524 )",92559,"(+/- 7400 )",51059,"(+/- 6015 )",29218,"(+/- 4094 )",65617,"(+/- 7685 )",68800,"(+/- 7313 )",51016,"(+/- 6041 )",57750,"(+/- 5703 )",46966,"(+/- 5546 )",37455,"(+/- 4197 )",32521,"(+/- 3806 )",27077,"(+/- 4131 )",40420,"(+/- 4111 )",36259,"(+/- 4040 )",46916,"(+/- 4699 )",29604,"(+/- 2999 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",155704,"(+/- 9444 )",169342,"(+/- 9329 )",170971,"(+/- 9689 )",147554,"(+/- 7610 )",154111,"(+/- 7922 )",190355,"(+/- 7868 )",153436,"(+/- 9475 )",167453,"(+/- 8093 )",165351,"(+/- 7837 )",179772,"(+/- 5208 )",179997,"(+/- 6723 )",154582,"(+/- 2824 )",153204,"(+/- 4908 )",188437,"(+/- 7217 )",160372,"(+/- 3338 )",157752,"(+/- 4336 )",153805,"(+/- 5100 )",165892,"(+/- 4607 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5765,"(+/- 1771 )",4397,"(+/- 1453 )",4562,"(+/- 1785 )",5376,"(+/- 1402 )",3942,"(+/- 1466 )",3935,"(+/- 1370 )",9255,"(+/- 3691 )",5554,"(+/- 2273 )",6159,"(+/- 1789 )",6146,"(+/- 2284 )",4509,"(+/- 1619 )",5682,"(+/- 1678 )",4299,"(+/- 1638 )",2625,"(+/- 1147 )",8002,"(+/- 1922 )",4453,"(+/- 1363 )",6356,"(+/- 1729 )",4196,"(+/- 1124 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.6,"(+/- 1.3 )",14.9,"(+/- 1.7 )",6.6,"(+/- 1.1 )",13.4,"(+/- 1.7 )",5.2,"(+/- 0.9 )",4.9,"(+/- 0.9 )",15.1,"(+/- 1.8 )",7.3,"(+/- 1.2 )",6.2,"(+/- 1.2 )",6.6,"(+/- 1.0 )",7.6,"(+/- 1.0 )",10.0,"(+/- 1.1 )",9.7,"(+/- 1.3 )",3.2,"(+/- 0.7 )",9.6,"(+/- 0.9 )",8.4,"(+/- 1.1 )",11.9,"(+/- 1.2 )",6.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.4,"(+/- 2.6 )",24.1,"(+/- 3.1 )",9.4,"(+/- 2.0 )",19.6,"(+/- 2.6 )",6.4,"(+/- 1.4 )",6.4,"(+/- 1.6 )",24.7,"(+/- 3.4 )",10.8,"(+/- 2.2 )",9.8,"(+/- 2.1 )",9.9,"(+/- 1.9 )",11.3,"(+/- 1.9 )",16.6,"(+/- 2.1 )",15.4,"(+/- 2.6 )",5.0,"(+/- 1.5 )",15.8,"(+/- 1.8 )",15.2,"(+/- 2.1 )",19.7,"(+/- 2.6 )",11.1,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.2,"(+/- 6.7 )",31.4,"(+/- 8.4 )",7.4,"(+/- 4.7 )",11.6,"(+/- 5.4 )",6.2,"(+/- 3.6 )",3.2,"(+/- 2.6 )",18.3,"(+/- 6.1 )",10.7,"(+/- 4.9 )",3.6,"(+/- 3.8 )",2.9,"(+/- 3.1 )",7.4,"(+/- 3.6 )",16.3,"(+/- 5.9 )",16.7,"(+/- 5.9 )",4.0,"(+/- 2.4 )",23.0,"(+/- 6.0 )",13.9,"(+/- 5.5 )",20.9,"(+/- 5.1 )",13.0,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.1,"(+/- 1.3 )",6.0,"(+/- 1.5 )",5.3,"(+/- 1.2 )",9.5,"(+/- 2.1 )",3.3,"(+/- 1.0 )",2.4,"(+/- 0.7 )",5.5,"(+/- 1.6 )",5.1,"(+/- 1.1 )",4.4,"(+/- 1.3 )",4.6,"(+/- 0.9 )",3.8,"(+/- 0.9 )",4.7,"(+/- 1.0 )",4.8,"(+/- 1.0 )",1.8,"(+/- 0.6 )",4.8,"(+/- 0.7 )",3.5,"(+/- 0.8 )",5.1,"(+/- 0.9 )",2.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.6,"(+/- 2.6 )",9.9,"(+/- 3.3 )",6.4,"(+/- 2.1 )",12.2,"(+/- 3.3 )",3.0,"(+/- 1.2 )",2.5,"(+/- 1.0 )",8.2,"(+/- 3.2 )",6.8,"(+/- 1.9 )",6.6,"(+/- 2.2 )",6.6,"(+/- 1.8 )",5.1,"(+/- 1.5 )",7.1,"(+/- 2.0 )",6.4,"(+/- 2.1 )",2.5,"(+/- 1.2 )",5.9,"(+/- 1.4 )",4.6,"(+/- 1.5 )",7.3,"(+/- 2.1 )",3.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.0,"(+/- 6.0 )",13.2,"(+/- 7.8 )",4.0,"(+/- 3.7 )",5.9,"(+/- 6.5 )",2.2,"(+/- 3.0 )",1.1,"(+/- 1.8 )",5.5,"(+/- 4.2 )",1.8,"(+/- 1.4 )",0.0,"(+/- 1.4 )",1.5,"(+/- 2.3 )",4.4,"(+/- 3.4 )",3.3,"(+/- 3.1 )",5.6,"(+/- 4.0 )",0.8,"(+/- 1.2 )",6.9,"(+/- 4.3 )",4.1,"(+/- 2.8 )",5.2,"(+/- 5.8 )",3.4,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.4,"(+/- 3.0 )",27.9,"(+/- 3.6 )",12.7,"(+/- 3.5 )",26.4,"(+/- 4.5 )",13.8,"(+/- 3.6 )",17.6,"(+/- 4.3 )",30.1,"(+/- 4.1 )",16.5,"(+/- 4.2 )",15.4,"(+/- 4.4 )",15.0,"(+/- 4.0 )",22.2,"(+/- 4.8 )",26.0,"(+/- 3.3 )",26.2,"(+/- 4.8 )",12.5,"(+/- 4.1 )",29.9,"(+/- 4.1 )",25.7,"(+/- 3.7 )",29.7,"(+/- 4.1 )",24.7,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",32.0,"(+/- 4.9 )",39.0,"(+/- 4.6 )",21.6,"(+/- 7.2 )",37.1,"(+/- 5.9 )",19.6,"(+/- 6.2 )",28.3,"(+/- 7.5 )",41.4,"(+/- 6.1 )",24.4,"(+/- 7.0 )",21.9,"(+/- 7.2 )",21.7,"(+/- 6.5 )",28.2,"(+/- 6.7 )",35.9,"(+/- 4.7 )",34.1,"(+/- 7.1 )",18.6,"(+/- 7.0 )",40.0,"(+/- 5.1 )",35.9,"(+/- 5.6 )",36.3,"(+/- 5.2 )",30.7,"(+/- 6.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",29.8,"(+/- 15.4 )",53.4,"(+/- 15.9 )",30.5,"(+/- 24.7 )",33.7,"(+/- 16.0 )",39.1,"(+/- 21.4 )",18.0,"(+/- 15.6 )",42.0,"(+/- 14.4 )",37.2,"(+/- 17.1 )",22.2,"(+/- 23.9 )",12.7,"(+/- 15.9 )",15.1,"(+/- 11.9 )",44.3,"(+/- 15.2 )",36.6,"(+/- 15.1 )",34.2,"(+/- 25.9 )",66.3,"(+/- 13.0 )",38.9,"(+/- 18.5 )",39.4,"(+/- 11.6 )",34.2,"(+/- 14.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.1,"(+/- 1.5 )",18.8,"(+/- 1.7 )",8.8,"(+/- 1.1 )",15.6,"(+/- 1.7 )",8.1,"(+/- 0.9 )",6.5,"(+/- 1.0 )",18.7,"(+/- 1.7 )",9.6,"(+/- 1.3 )",11.2,"(+/- 1.2 )",9.4,"(+/- 1.2 )",9.9,"(+/- 1.1 )",14.5,"(+/- 1.2 )",16.0,"(+/- 1.1 )",5.4,"(+/- 1.0 )",13.1,"(+/- 0.9 )",11.6,"(+/- 1.0 )",17.0,"(+/- 1.2 )",10.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.3,"(+/- 3.5 )",28.4,"(+/- 4.0 )",10.6,"(+/- 2.5 )",24.1,"(+/- 3.6 )",6.4,"(+/- 1.5 )",7.2,"(+/- 1.9 )",28.9,"(+/- 4.3 )",14.2,"(+/- 3.0 )",12.7,"(+/- 2.9 )",12.4,"(+/- 2.4 )",14.2,"(+/- 2.6 )",20.8,"(+/- 3.4 )",17.2,"(+/- 2.5 )",6.2,"(+/- 2.1 )",17.8,"(+/- 2.1 )",16.7,"(+/- 2.3 )",23.9,"(+/- 3.1 )",12.8,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.1,"(+/- 3.5 )",28.3,"(+/- 4.0 )",10.6,"(+/- 2.5 )",24.0,"(+/- 3.7 )",6.2,"(+/- 1.5 )",7.1,"(+/- 1.9 )",28.9,"(+/- 4.3 )",14.0,"(+/- 3.0 )",12.3,"(+/- 2.9 )",12.3,"(+/- 2.4 )",14.0,"(+/- 2.7 )",20.5,"(+/- 3.4 )",16.8,"(+/- 2.5 )",6.1,"(+/- 2.1 )",17.5,"(+/- 2.1 )",16.2,"(+/- 2.3 )",23.4,"(+/- 3.1 )",12.4,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.3,"(+/- 5.1 )",34.5,"(+/- 5.6 )",10.7,"(+/- 4.1 )",24.0,"(+/- 5.6 )",5.0,"(+/- 2.1 )",7.0,"(+/- 3.1 )",31.1,"(+/- 6.9 )",16.8,"(+/- 5.4 )",9.9,"(+/- 3.5 )",13.6,"(+/- 3.8 )",14.3,"(+/- 3.5 )",24.1,"(+/- 5.0 )",19.4,"(+/- 4.3 )",6.3,"(+/- 2.6 )",22.1,"(+/- 3.6 )",19.7,"(+/- 3.8 )",26.3,"(+/- 4.8 )",17.1,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.7,"(+/- 3.7 )",26.4,"(+/- 4.4 )",10.5,"(+/- 2.7 )",23.9,"(+/- 3.8 )",6.8,"(+/- 1.8 )",7.1,"(+/- 2.0 )",28.0,"(+/- 4.4 )",13.0,"(+/- 2.7 )",13.1,"(+/- 3.3 )",11.9,"(+/- 2.4 )",13.9,"(+/- 2.8 )",19.3,"(+/- 3.6 )",15.8,"(+/- 2.7 )",6.0,"(+/- 2.3 )",15.9,"(+/- 2.4 )",15.0,"(+/- 2.4 )",22.4,"(+/- 3.2 )",10.9,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.9,"(+/- 1.3 )",15.9,"(+/- 1.4 )",8.3,"(+/- 1.0 )",13.3,"(+/- 1.4 )",8.5,"(+/- 0.9 )",6.3,"(+/- 0.9 )",16.2,"(+/- 1.3 )",8.2,"(+/- 1.1 )",10.8,"(+/- 1.0 )",8.4,"(+/- 1.0 )",8.6,"(+/- 0.9 )",12.7,"(+/- 0.9 )",15.7,"(+/- 1.0 )",5.2,"(+/- 0.8 )",11.7,"(+/- 0.8 )",10.2,"(+/- 0.8 )",15.0,"(+/- 1.0 )",9.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.2,"(+/- 1.9 )",13.1,"(+/- 1.9 )",9.8,"(+/- 1.7 )",13.9,"(+/- 2.6 )",10.4,"(+/- 1.7 )",7.6,"(+/- 1.4 )",18.1,"(+/- 2.5 )",8.1,"(+/- 1.5 )",12.2,"(+/- 1.7 )",7.0,"(+/- 1.4 )",8.7,"(+/- 1.7 )",10.2,"(+/- 1.3 )",9.9,"(+/- 1.5 )",6.3,"(+/- 1.5 )",8.9,"(+/- 1.2 )",8.2,"(+/- 1.1 )",9.9,"(+/- 1.4 )",7.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.2,"(+/- 1.7 )",16.4,"(+/- 2.0 )",6.8,"(+/- 1.2 )",14.3,"(+/- 2.1 )",5.1,"(+/- 1.0 )",5.0,"(+/- 1.0 )",17.0,"(+/- 2.3 )",8.2,"(+/- 1.5 )",7.1,"(+/- 1.4 )",7.4,"(+/- 1.2 )",8.5,"(+/- 1.3 )",11.5,"(+/- 1.6 )",10.5,"(+/- 1.3 )",3.6,"(+/- 1.1 )",10.3,"(+/- 1.0 )",8.7,"(+/- 1.0 )",13.4,"(+/- 1.4 )",7.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.1,"(+/- 2.4 )",28.5,"(+/- 2.8 )",20.0,"(+/- 2.3 )",21.0,"(+/- 2.1 )",15.6,"(+/- 1.6 )",16.6,"(+/- 2.5 )",22.3,"(+/- 1.7 )",16.3,"(+/- 1.7 )",24.9,"(+/- 2.4 )",21.0,"(+/- 2.3 )",17.3,"(+/- 2.1 )",25.9,"(+/- 1.9 )",31.6,"(+/- 2.2 )",17.5,"(+/- 2.8 )",24.2,"(+/- 1.7 )",23.5,"(+/- 2.0 )",28.6,"(+/- 1.9 )",20.4,"(+/- 2.3 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",160431,"(+/- 10478 )",170839,"(+/- 7631 )",168084,"(+/- 9525 )",154944,"(+/- 7892 )",167334,"(+/- 7888 )",198227,"(+/- 7323 )",167440,"(+/- 8559 )",162644,"(+/- 7580 )",181392,"(+/- 8400 )",184374,"(+/- 5197 )",183916,"(+/- 7226 )",151820,"(+/- 4800 )",190891,"(+/- 5682 )",188385,"(+/- 8972 )",151442,"(+/- 4637 )",155976,"(+/- 4227 )",145881,"(+/- 5926 )",165249,"(+/- 5680 )"
Education,"School Enrollment","Nursery school, preschool",11800,"(+/- 2303 )",10666,"(+/- 2052 )",7465,"(+/- 1816 )",6174,"(+/- 1507 )",13873,"(+/- 2236 )",13751,"(+/- 2367 )",9509,"(+/- 2383 )",9536,"(+/- 1718 )",10143,"(+/- 1881 )",11207,"(+/- 1910 )",8922,"(+/- 2126 )",7907,"(+/- 1471 )",10343,"(+/- 1945 )",11965,"(+/- 2352 )",9833,"(+/- 1200 )",8974,"(+/- 1481 )",8130,"(+/- 1166 )",9740,"(+/- 1392 )"
Education,"School Enrollment",Kindergarten,7953,"(+/- 1744 )",9366,"(+/- 1943 )",7842,"(+/- 1744 )",8057,"(+/- 1846 )",8901,"(+/- 1523 )",10477,"(+/- 1540 )",7671,"(+/- 1864 )",9431,"(+/- 1826 )",9824,"(+/- 1863 )",9629,"(+/- 1739 )",9601,"(+/- 1774 )",8625,"(+/- 1218 )",6985,"(+/- 1302 )",7935,"(+/- 1722 )",8933,"(+/- 1594 )",7461,"(+/- 1190 )",8052,"(+/- 1568 )",8987,"(+/- 1574 )"
Education,"School Enrollment","Elementary school (grades 1-8)",62066,"(+/- 5717 )",72107,"(+/- 6187 )",74192,"(+/- 6637 )",60274,"(+/- 5353 )",63265,"(+/- 5556 )",84855,"(+/- 5436 )",63275,"(+/- 4885 )",67083,"(+/- 4917 )",70923,"(+/- 5258 )",75824,"(+/- 3475 )",74487,"(+/- 4262 )",64122,"(+/- 2822 )",57508,"(+/- 2980 )",82431,"(+/- 5212 )",68494,"(+/- 2641 )",66801,"(+/- 2720 )",63236,"(+/- 3277 )",74096,"(+/- 3165 )"
Education,"School Enrollment","High school (grades 9-12)",36315,"(+/- 3958 )",40298,"(+/- 3707 )",37982,"(+/- 3896 )",39234,"(+/- 3601 )",27671,"(+/- 2634 )",42999,"(+/- 2848 )",30237,"(+/- 3511 )",37960,"(+/- 3260 )",35763,"(+/- 3476 )",44530,"(+/- 2980 )",46503,"(+/- 3884 )",33196,"(+/- 2004 )",32776,"(+/- 2176 )",45469,"(+/- 4083 )",33454,"(+/- 2196 )",34767,"(+/- 2775 )",34788,"(+/- 2513 )",35376,"(+/- 2436 )"
Education,"School Enrollment","College or graduate school",42297,"(+/- 4098 )",38402,"(+/- 3783 )",40603,"(+/- 4013 )",41205,"(+/- 4984 )",53624,"(+/- 3906 )",46145,"(+/- 3432 )",56748,"(+/- 5426 )",38634,"(+/- 3386 )",54739,"(+/- 4668 )",43184,"(+/- 3331 )",44403,"(+/- 3821 )",37970,"(+/- 3650 )",83279,"(+/- 4133 )",40585,"(+/- 4675 )",30728,"(+/- 3235 )",37973,"(+/- 3198 )",31675,"(+/- 3037 )",37050,"(+/- 4017 )"
Education,"Educational Attainment","Population 25 years and over",476136,"(+/- 11045 )",459761,"(+/- 8814 )",500791,"(+/- 12096 )",439520,"(+/- 11994 )",541104,"(+/- 11940 )",516932,"(+/- 8723 )",528004,"(+/- 12804 )",481424,"(+/- 8373 )",520208,"(+/- 10448 )",482273,"(+/- 5753 )",476820,"(+/- 8201 )",464950,"(+/- 3920 )",452788,"(+/- 6467 )",499220,"(+/- 8841 )",471036,"(+/- 4113 )",473561,"(+/- 5116 )",461574,"(+/- 6462 )",484595,"(+/- 5424 )"
Education,"Educational Attainment","Less than 9th grade",15971,"(+/- 2604 )",20323,"(+/- 3137 )",40156,"(+/- 4314 )",66443,"(+/- 5279 )",24038,"(+/- 3292 )",13509,"(+/- 3133 )",28653,"(+/- 4255 )",32399,"(+/- 3520 )",19138,"(+/- 2970 )",26395,"(+/- 2767 )",25277,"(+/- 3370 )",11270,"(+/- 1837 )",9041,"(+/- 1775 )",12639,"(+/- 2645 )",15437,"(+/- 1907 )",12990,"(+/- 1845 )",17558,"(+/- 2466 )",7836,"(+/- 1575 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",29685,"(+/- 3870 )",29627,"(+/- 4037 )",31981,"(+/- 3626 )",28738,"(+/- 2955 )",18178,"(+/- 2585 )",11249,"(+/- 1735 )",33988,"(+/- 3305 )",31330,"(+/- 3471 )",15949,"(+/- 2360 )",22621,"(+/- 2869 )",25768,"(+/- 3217 )",27017,"(+/- 2569 )",23826,"(+/- 2297 )",16037,"(+/- 3354 )",28640,"(+/- 2316 )",27815,"(+/- 2888 )",36618,"(+/- 2900 )",19864,"(+/- 2520 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",121002,"(+/- 7234 )",135695,"(+/- 7039 )",141755,"(+/- 7019 )",121600,"(+/- 6635 )",80115,"(+/- 5071 )",82077,"(+/- 5306 )",108973,"(+/- 6797 )",127110,"(+/- 6115 )",75772,"(+/- 5464 )",99627,"(+/- 5212 )",105664,"(+/- 6172 )",136188,"(+/- 4902 )",141324,"(+/- 6660 )",110772,"(+/- 6603 )",161278,"(+/- 5252 )",155073,"(+/- 5350 )",158093,"(+/- 6303 )",132875,"(+/- 5037 )"
Education,"Educational Attainment","Some college, no degree",119054,"(+/- 6994 )",117248,"(+/- 5644 )",88851,"(+/- 5325 )",64919,"(+/- 4185 )",67069,"(+/- 4346 )",85561,"(+/- 4867 )",85834,"(+/- 5925 )",87525,"(+/- 5466 )",80544,"(+/- 4476 )",78045,"(+/- 4846 )",94989,"(+/- 5583 )",116110,"(+/- 5254 )",93127,"(+/- 5333 )",106672,"(+/- 6155 )",103041,"(+/- 4470 )",113238,"(+/- 5270 )",104019,"(+/- 4481 )",101939,"(+/- 4628 )"
Education,"Educational Attainment","Associate's degree",38318,"(+/- 2814 )",40573,"(+/- 3739 )",42498,"(+/- 3880 )",27896,"(+/- 3303 )",28254,"(+/- 2906 )",39259,"(+/- 3479 )",27687,"(+/- 2303 )",40659,"(+/- 3221 )",30944,"(+/- 3316 )",28379,"(+/- 3095 )",36384,"(+/- 3101 )",54493,"(+/- 3815 )",40811,"(+/- 3453 )",42464,"(+/- 4010 )",60371,"(+/- 3275 )",48976,"(+/- 3279 )",49611,"(+/- 2974 )",49759,"(+/- 3172 )"
Education,"Educational Attainment","Bachelor's degree",89204,"(+/- 5590 )",67935,"(+/- 4710 )",94569,"(+/- 5124 )",81031,"(+/- 4837 )",192378,"(+/- 7948 )",165764,"(+/- 6851 )",124543,"(+/- 7886 )",107327,"(+/- 5044 )",162369,"(+/- 7166 )",128905,"(+/- 4939 )",115872,"(+/- 6380 )",74114,"(+/- 4180 )",82644,"(+/- 5113 )",132451,"(+/- 6745 )",65746,"(+/- 3966 )",74129,"(+/- 4300 )",63778,"(+/- 3611 )",109523,"(+/- 4805 )"
Education,"Educational Attainment","Graduate or professional degree",62902,"(+/- 4421 )",48360,"(+/- 4250 )",60981,"(+/- 4249 )",48893,"(+/- 3500 )",131072,"(+/- 6659 )",119513,"(+/- 5468 )",118326,"(+/- 7906 )",55074,"(+/- 3791 )",135492,"(+/- 5988 )",98301,"(+/- 5479 )",72866,"(+/- 4149 )",45758,"(+/- 3326 )",62015,"(+/- 4024 )",78185,"(+/- 5469 )",36523,"(+/- 3023 )",41340,"(+/- 3432 )",31897,"(+/- 2501 )",62799,"(+/- 3842 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.4,"(+/- 0.9 )",89.1,"(+/- 1.0 )",85.6,"(+/- 1.0 )",78.3,"(+/- 1.2 )",92.2,"(+/- 0.7 )",95.2,"(+/- 0.7 )",88.1,"(+/- 0.9 )",86.8,"(+/- 1.0 )",93.3,"(+/- 0.8 )",89.8,"(+/- 0.8 )",89.3,"(+/- 0.9 )",91.8,"(+/- 0.6 )",92.7,"(+/- 0.6 )",94.3,"(+/- 0.8 )",90.6,"(+/- 0.7 )",91.4,"(+/- 0.8 )",88.3,"(+/- 0.9 )",94.3,"(+/- 0.6 )"
