Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,"(+/- 0.6 )",1.0,"(+/- 0.5 )",1.0,"(+/- 0.4 )",0.7,"(+/- 0.3 )",0.7,"(+/- 0.4 )",1.0,"(+/- 0.4 )",0.7,"(+/- 0.5 )",1.2,"(+/- 0.5 )",0.6,"(+/- 0.3 )",2.7,"(+/- 1.0 )",1.2,"(+/- 0.4 )",0.9,"(+/- 0.4 )",1.4,"(+/- 0.5 )",1.1,"(+/- 0.5 )",0.9,"(+/- 0.5 )",1.0,"(+/- 0.4 )",1.2,"(+/- 0.6 )",1.1,"(+/- 0.5 )",0.7,"(+/- 0.3 )",1.3,"(+/- 0.8 )",1.7,"(+/- 0.6 )",1.5,"(+/- 0.6 )",0.9,"(+/- 0.4 )",1.2,"(+/- 0.5 )",0.8,"(+/- 0.6 )",0.9,"(+/- 0.5 )",2.3,"(+/- 0.8 )"
Housing,"Housing Occupancy","Rental vacancy rate",11.0,"(+/- 2.8 )",6.4,"(+/- 1.7 )",9.7,"(+/- 1.9 )",6.0,"(+/- 1.9 )",5.3,"(+/- 1.4 )",2.6,"(+/- 1.3 )",6.8,"(+/- 1.7 )",7.6,"(+/- 1.8 )",5.5,"(+/- 1.9 )",11.9,"(+/- 1.9 )",8.9,"(+/- 2.8 )",3.7,"(+/- 1.3 )",10.6,"(+/- 2.0 )",4.2,"(+/- 0.9 )",5.2,"(+/- 1.4 )",11.3,"(+/- 2.5 )",7.4,"(+/- 1.9 )",5.4,"(+/- 1.7 )",8.6,"(+/- 2.0 )",5.6,"(+/- 1.5 )",4.9,"(+/- 1.4 )",6.2,"(+/- 1.5 )",5.6,"(+/- 1.5 )",5.6,"(+/- 1.2 )",4.8,"(+/- 1.4 )",6.2,"(+/- 1.5 )",5.7,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",321898,"(+/- 5847 )",294566,"(+/- 6019 )",289655,"(+/- 5477 )",362781,"(+/- 7820 )",294226,"(+/- 7286 )",343709,"(+/- 6161 )",315398,"(+/- 6250 )",329533,"(+/- 4318 )",345376,"(+/- 9673 )",299984,"(+/- 7137 )",368996,"(+/- 7572 )",337005,"(+/- 5303 )",317360,"(+/- 5478 )",327617,"(+/- 5843 )",310815,"(+/- 6776 )",364469,"(+/- 6668 )",340270,"(+/- 7250 )",329847,"(+/- 7569 )",365873,"(+/- 6942 )",267141,"(+/- 6195 )",315854,"(+/- 5366 )",335695,"(+/- 7281 )",294641,"(+/- 5455 )",263198,"(+/- 6847 )",267641,"(+/- 6336 )",262058,"(+/- 6819 )",299723,"(+/- 6351 )"
Housing,"Housing Tenure",Owner-occupied,224111,"(+/- 5545 )",209315,"(+/- 5862 )",193102,"(+/- 5574 )",251393,"(+/- 7116 )",163571,"(+/- 5488 )",260519,"(+/- 5778 )",191141,"(+/- 5275 )",254752,"(+/- 4666 )",229783,"(+/- 8498 )",174734,"(+/- 5531 )",308850,"(+/- 7672 )",259424,"(+/- 5164 )",213640,"(+/- 5247 )",180959,"(+/- 5257 )",203124,"(+/- 6287 )",273264,"(+/- 6406 )",269442,"(+/- 6584 )",255378,"(+/- 7590 )",265596,"(+/- 6008 )",154200,"(+/- 5061 )",230384,"(+/- 5417 )",218394,"(+/- 5728 )",194761,"(+/- 5602 )",123624,"(+/- 5923 )",155861,"(+/- 6079 )",167238,"(+/- 6044 )",145769,"(+/- 5497 )"
Housing,"Housing Tenure",Renter-occupied,97787,"(+/- 6029 )",85251,"(+/- 4835 )",96553,"(+/- 5289 )",111388,"(+/- 7451 )",130655,"(+/- 6836 )",83190,"(+/- 4818 )",124257,"(+/- 6322 )",74781,"(+/- 5010 )",115593,"(+/- 7175 )",125250,"(+/- 6660 )",60146,"(+/- 5590 )",77581,"(+/- 4352 )",103720,"(+/- 4320 )",146658,"(+/- 6016 )",107691,"(+/- 5454 )",91205,"(+/- 5582 )",70828,"(+/- 5175 )",74469,"(+/- 4719 )",100277,"(+/- 5683 )",112941,"(+/- 5047 )",85470,"(+/- 4876 )",117301,"(+/- 5792 )",99880,"(+/- 5672 )",139574,"(+/- 5480 )",111780,"(+/- 6100 )",94820,"(+/- 5216 )",153954,"(+/- 6519 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,"(+/- 0.05 )",2.41,"(+/- 0.05 )",2.62,"(+/- 0.07 )",2.50,"(+/- 0.05 )",2.51,"(+/- 0.06 )",2.33,"(+/- 0.05 )",2.61,"(+/- 0.05 )",2.40,"(+/- 0.05 )",2.87,"(+/- 0.08 )",2.96,"(+/- 0.08 )",2.25,"(+/- 0.05 )",2.46,"(+/- 0.04 )",2.29,"(+/- 0.05 )",2.58,"(+/- 0.05 )",2.64,"(+/- 0.07 )",2.45,"(+/- 0.05 )",2.28,"(+/- 0.05 )",2.48,"(+/- 0.05 )",2.29,"(+/- 0.05 )",2.84,"(+/- 0.07 )",2.46,"(+/- 0.05 )",2.34,"(+/- 0.06 )",2.66,"(+/- 0.07 )",3.00,"(+/- 0.11 )",2.74,"(+/- 0.08 )",3.01,"(+/- 0.08 )",2.68,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.23,"(+/- 0.08 )",2.38,"(+/- 0.10 )",2.45,"(+/- 0.12 )",2.24,"(+/- 0.11 )",2.31,"(+/- 0.08 )",2.34,"(+/- 0.09 )",2.11,"(+/- 0.07 )",2.34,"(+/- 0.10 )",2.91,"(+/- 0.12 )",2.69,"(+/- 0.10 )",2.33,"(+/- 0.13 )",2.37,"(+/- 0.10 )",2.09,"(+/- 0.08 )",2.23,"(+/- 0.07 )",2.51,"(+/- 0.10 )",2.48,"(+/- 0.11 )",2.37,"(+/- 0.09 )",2.27,"(+/- 0.11 )",2.43,"(+/- 0.10 )",2.73,"(+/- 0.11 )",2.65,"(+/- 0.12 )",2.24,"(+/- 0.08 )",2.45,"(+/- 0.09 )",2.52,"(+/- 0.09 )",2.91,"(+/- 0.09 )",2.85,"(+/- 0.11 )",2.13,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",321898,"(+/- 5847 )",294566,"(+/- 6019 )",289655,"(+/- 5477 )",362781,"(+/- 7820 )",294226,"(+/- 7286 )",343709,"(+/- 6161 )",315398,"(+/- 6250 )",329533,"(+/- 4318 )",345376,"(+/- 9673 )",299984,"(+/- 7137 )",368996,"(+/- 7572 )",337005,"(+/- 5303 )",317360,"(+/- 5478 )",327617,"(+/- 5843 )",310815,"(+/- 6776 )",364469,"(+/- 6668 )",340270,"(+/- 7250 )",329847,"(+/- 7569 )",365873,"(+/- 6942 )",267141,"(+/- 6195 )",315854,"(+/- 5366 )",335695,"(+/- 7281 )",294641,"(+/- 5455 )",263198,"(+/- 6847 )",267641,"(+/- 6336 )",262058,"(+/- 6819 )",299723,"(+/- 6351 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",101827,"(+/- 5835 )",85539,"(+/- 4775 )",92465,"(+/- 5045 )",129565,"(+/- 7015 )",98840,"(+/- 5950 )",94163,"(+/- 5428 )",112774,"(+/- 6076 )",90049,"(+/- 5117 )",121386,"(+/- 6905 )",101816,"(+/- 6106 )",93176,"(+/- 6395 )",93680,"(+/- 4999 )",93036,"(+/- 4642 )",122610,"(+/- 6353 )",103945,"(+/- 6399 )",112695,"(+/- 5838 )",90956,"(+/- 5025 )",90262,"(+/- 7049 )",115373,"(+/- 6188 )",79053,"(+/- 5544 )",87369,"(+/- 4859 )",108832,"(+/- 6426 )",84597,"(+/- 5926 )",80135,"(+/- 6113 )",84482,"(+/- 5507 )",71633,"(+/- 5298 )",99627,"(+/- 5331 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",76610,"(+/- 5636 )",65061,"(+/- 4495 )",65166,"(+/- 4722 )",85747,"(+/- 5702 )",68017,"(+/- 4975 )",80849,"(+/- 4857 )",72771,"(+/- 4591 )",79462,"(+/- 5056 )",91880,"(+/- 5431 )",81703,"(+/- 6632 )",90049,"(+/- 5521 )",85923,"(+/- 5102 )",78045,"(+/- 4095 )",78332,"(+/- 4687 )",77120,"(+/- 5588 )",94997,"(+/- 5613 )",83297,"(+/- 5052 )",82536,"(+/- 6042 )",94518,"(+/- 5803 )",67527,"(+/- 4505 )",79520,"(+/- 4937 )",81856,"(+/- 4755 )",78971,"(+/- 4407 )",67740,"(+/- 5006 )",60223,"(+/- 4192 )",66721,"(+/- 4817 )",68079,"(+/- 5265 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",37024,"(+/- 3791 )",32181,"(+/- 3276 )",34091,"(+/- 4123 )",38958,"(+/- 3817 )",32030,"(+/- 3876 )",52352,"(+/- 4012 )",38005,"(+/- 3637 )",44509,"(+/- 3478 )",41695,"(+/- 4282 )",37721,"(+/- 3958 )",56094,"(+/- 4251 )",43716,"(+/- 3326 )",41594,"(+/- 3103 )",38305,"(+/- 3397 )",38328,"(+/- 3973 )",49821,"(+/- 3294 )",52046,"(+/- 4678 )",49216,"(+/- 4525 )",52393,"(+/- 3799 )",37906,"(+/- 3862 )",45038,"(+/- 4141 )",39104,"(+/- 3656 )",38418,"(+/- 3771 )",34155,"(+/- 3243 )",36927,"(+/- 3475 )",32732,"(+/- 3472 )",40899,"(+/- 4018 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",51355,"(+/- 3701 )",57616,"(+/- 3839 )",49640,"(+/- 3607 )",55116,"(+/- 4484 )",42850,"(+/- 3289 )",62169,"(+/- 3935 )",43654,"(+/- 3658 )",58598,"(+/- 3785 )",55112,"(+/- 4609 )",41562,"(+/- 3362 )",81455,"(+/- 4931 )",67028,"(+/- 4234 )",51037,"(+/- 4244 )",40190,"(+/- 3242 )",50866,"(+/- 4001 )",60337,"(+/- 3476 )",66367,"(+/- 4832 )",61425,"(+/- 4314 )",67270,"(+/- 4668 )",42743,"(+/- 3684 )",62014,"(+/- 3436 )",54666,"(+/- 4136 )",48406,"(+/- 4319 )",34368,"(+/- 3297 )",47384,"(+/- 3881 )",46651,"(+/- 4715 )",43061,"(+/- 3304 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",31144,"(+/- 3249 )",31039,"(+/- 2666 )",26932,"(+/- 3047 )",32310,"(+/- 3203 )",25354,"(+/- 2837 )",32882,"(+/- 2785 )",28077,"(+/- 2475 )",32550,"(+/- 2935 )",23531,"(+/- 3064 )",20176,"(+/- 2541 )",32344,"(+/- 2792 )",31091,"(+/- 2770 )",29499,"(+/- 2811 )",25716,"(+/- 2491 )",23060,"(+/- 2069 )",29524,"(+/- 2888 )",28393,"(+/- 2663 )",28356,"(+/- 3011 )",24788,"(+/- 2887 )",24499,"(+/- 2841 )",29605,"(+/- 2343 )",33639,"(+/- 3195 )",30188,"(+/- 2774 )",21281,"(+/- 2526 )",24592,"(+/- 2848 )",25355,"(+/- 2934 )",25179,"(+/- 2485 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",23938,"(+/- 1913 )",23130,"(+/- 2546 )",21361,"(+/- 2487 )",21085,"(+/- 2713 )",27135,"(+/- 2397 )",21294,"(+/- 2495 )",20117,"(+/- 2129 )",24365,"(+/- 2561 )",11772,"(+/- 1797 )",17006,"(+/- 2273 )",15878,"(+/- 2325 )",15567,"(+/- 1862 )",24149,"(+/- 2362 )",22464,"(+/- 2528 )",17496,"(+/- 2194 )",17095,"(+/- 2006 )",19211,"(+/- 2777 )",18052,"(+/- 2327 )",11531,"(+/- 1785 )",15413,"(+/- 1941 )",12308,"(+/- 1746 )",17598,"(+/- 1933 )",14061,"(+/- 2074 )",25519,"(+/- 2362 )",14033,"(+/- 1947 )",18966,"(+/- 1988 )",22878,"(+/- 2843 )"
Housing,Value,"Owner-occupied units",224111,"(+/- 5545 )",209315,"(+/- 5862 )",193102,"(+/- 5574 )",251393,"(+/- 7116 )",163571,"(+/- 5488 )",260519,"(+/- 5778 )",191141,"(+/- 5275 )",254752,"(+/- 4666 )",229783,"(+/- 8498 )",174734,"(+/- 5531 )",308850,"(+/- 7672 )",259424,"(+/- 5164 )",213640,"(+/- 5247 )",180959,"(+/- 5257 )",203124,"(+/- 6287 )",273264,"(+/- 6406 )",269442,"(+/- 6584 )",255378,"(+/- 7590 )",265596,"(+/- 6008 )",154200,"(+/- 5061 )",230384,"(+/- 5417 )",218394,"(+/- 5728 )",194761,"(+/- 5602 )",123624,"(+/- 5923 )",155861,"(+/- 6079 )",167238,"(+/- 6044 )",145769,"(+/- 5497 )"
Housing,Value,"Less than $50,000",16642,"(+/- 2457 )",19012,"(+/- 2433 )",15137,"(+/- 2267 )",7486,"(+/- 1646 )",13725,"(+/- 2393 )",14625,"(+/- 2041 )",8601,"(+/- 2082 )",14344,"(+/- 2251 )",14472,"(+/- 2614 )",7312,"(+/- 1666 )",25875,"(+/- 2859 )",21167,"(+/- 2018 )",17131,"(+/- 2057 )",5548,"(+/- 1338 )",14311,"(+/- 2027 )",15976,"(+/- 2173 )",22525,"(+/- 2905 )",14902,"(+/- 2103 )",10189,"(+/- 1652 )",7950,"(+/- 1811 )",8623,"(+/- 1650 )",8258,"(+/- 1602 )",7967,"(+/- 1579 )",5326,"(+/- 1258 )",5977,"(+/- 1487 )",4879,"(+/- 1263 )",2659,"(+/- 928 )"
Housing,Value,"$50,000 to $99,999",16643,"(+/- 1871 )",29651,"(+/- 3056 )",20458,"(+/- 2663 )",6704,"(+/- 2492 )",23833,"(+/- 3102 )",13867,"(+/- 1992 )",4301,"(+/- 1326 )",9722,"(+/- 1663 )",12733,"(+/- 1879 )",4288,"(+/- 1223 )",27473,"(+/- 3024 )",26022,"(+/- 2542 )",13954,"(+/- 1897 )",5822,"(+/- 1205 )",12658,"(+/- 1825 )",11584,"(+/- 1816 )",24013,"(+/- 2801 )",10874,"(+/- 1858 )",9094,"(+/- 1532 )",11380,"(+/- 1807 )",10183,"(+/- 1410 )",8690,"(+/- 1621 )",6803,"(+/- 1657 )",3929,"(+/- 1204 )",3552,"(+/- 1038 )",3041,"(+/- 1302 )",843,"(+/- 492 )"
Housing,Value,"$100,000 to $149,999",14240,"(+/- 2059 )",24766,"(+/- 2739 )",20338,"(+/- 2628 )",9368,"(+/- 1978 )",24752,"(+/- 2906 )",20434,"(+/- 2946 )",7010,"(+/- 1681 )",17580,"(+/- 2317 )",13981,"(+/- 2041 )",9480,"(+/- 1952 )",28540,"(+/- 3244 )",22774,"(+/- 2320 )",13872,"(+/- 1750 )",7455,"(+/- 1227 )",14969,"(+/- 2022 )",10798,"(+/- 1784 )",23319,"(+/- 2733 )",10693,"(+/- 2305 )",13031,"(+/- 2152 )",10550,"(+/- 1433 )",14538,"(+/- 1857 )",12677,"(+/- 2093 )",12089,"(+/- 2075 )",6926,"(+/- 1410 )",4500,"(+/- 1132 )",2839,"(+/- 934 )",3006,"(+/- 1090 )"
Housing,Value,"$150,000 to $199,999",28427,"(+/- 2687 )",27670,"(+/- 2800 )",28794,"(+/- 3624 )",20739,"(+/- 3037 )",35085,"(+/- 3194 )",33106,"(+/- 3351 )",11777,"(+/- 2251 )",34138,"(+/- 3503 )",26163,"(+/- 2828 )",17290,"(+/- 2528 )",42661,"(+/- 3987 )",28491,"(+/- 2623 )",20295,"(+/- 2268 )",15551,"(+/- 2273 )",24106,"(+/- 2713 )",19981,"(+/- 2078 )",37434,"(+/- 3038 )",18703,"(+/- 2307 )",25603,"(+/- 2685 )",15470,"(+/- 2396 )",19026,"(+/- 2310 )",14484,"(+/- 2167 )",13368,"(+/- 2076 )",9310,"(+/- 1577 )",16601,"(+/- 2647 )",7195,"(+/- 1961 )",7076,"(+/- 1500 )"
Housing,Value,"$200,000 to $299,999",57621,"(+/- 4123 )",49743,"(+/- 3268 )",47478,"(+/- 3958 )",59541,"(+/- 4570 )",40464,"(+/- 3312 )",87186,"(+/- 5088 )",49087,"(+/- 3582 )",71913,"(+/- 5059 )",74795,"(+/- 5863 )",43421,"(+/- 4047 )",88690,"(+/- 6028 )",55997,"(+/- 3536 )",46940,"(+/- 3090 )",45645,"(+/- 3994 )",59650,"(+/- 4413 )",65903,"(+/- 4395 )",69473,"(+/- 4843 )",56587,"(+/- 4867 )",63702,"(+/- 4253 )",42472,"(+/- 3665 )",43869,"(+/- 3285 )",32094,"(+/- 3314 )",26713,"(+/- 2832 )",28372,"(+/- 3181 )",29414,"(+/- 2909 )",27465,"(+/- 3241 )",16707,"(+/- 2431 )"
Housing,Value,"$300,000 to $499,999",56061,"(+/- 4091 )",42497,"(+/- 3490 )",45425,"(+/- 3695 )",94626,"(+/- 5985 )",19464,"(+/- 2500 )",67167,"(+/- 3882 )",74852,"(+/- 3795 )",69662,"(+/- 4502 )",69321,"(+/- 5570 )",59624,"(+/- 5236 )",72171,"(+/- 5125 )",72872,"(+/- 3565 )",61795,"(+/- 3829 )",59321,"(+/- 3747 )",62311,"(+/- 3729 )",89579,"(+/- 4726 )",63112,"(+/- 4635 )",81505,"(+/- 4775 )",77260,"(+/- 4678 )",52848,"(+/- 4161 )",77811,"(+/- 4346 )",68678,"(+/- 4357 )",67541,"(+/- 4035 )",50585,"(+/- 4171 )",62534,"(+/- 4077 )",80663,"(+/- 5360 )",47161,"(+/- 3958 )"
Housing,Value,"$500,000 to $999,999",27111,"(+/- 2709 )",14398,"(+/- 1708 )",13566,"(+/- 2341 )",42998,"(+/- 3118 )",5576,"(+/- 1363 )",21846,"(+/- 2506 )",29445,"(+/- 2583 )",31782,"(+/- 3113 )",15803,"(+/- 2581 )",27269,"(+/- 3356 )",21100,"(+/- 2580 )",28528,"(+/- 2291 )",29845,"(+/- 2342 )",32699,"(+/- 2835 )",12115,"(+/- 1938 )",46827,"(+/- 3711 )",25973,"(+/- 2547 )",46666,"(+/- 3909 )",45678,"(+/- 2795 )",11705,"(+/- 2157 )",45961,"(+/- 3505 )",56602,"(+/- 3417 )",49412,"(+/- 3844 )",15268,"(+/- 1823 )",27682,"(+/- 3437 )",34497,"(+/- 3046 )",44694,"(+/- 2762 )"
Housing,Value,"$1,000,000 or more",7366,"(+/- 1789 )",1578,"(+/- 588 )",1906,"(+/- 889 )",9931,"(+/- 1606 )",672,"(+/- 398 )",2288,"(+/- 669 )",6068,"(+/- 1215 )",5611,"(+/- 1030 )",2515,"(+/- 863 )",6050,"(+/- 1433 )",2340,"(+/- 947 )",3573,"(+/- 801 )",9808,"(+/- 1485 )",8918,"(+/- 1219 )",3004,"(+/- 1233 )",12616,"(+/- 1866 )",3593,"(+/- 873 )",15448,"(+/- 2010 )",21039,"(+/- 1669 )",1825,"(+/- 643 )",10373,"(+/- 1337 )",16911,"(+/- 1746 )",10868,"(+/- 1503 )",3908,"(+/- 956 )",5601,"(+/- 1655 )",6659,"(+/- 1127 )",23623,"(+/- 2349 )"
Housing,Value,"Median (dollars)",263000,"(+/- 7109 )",206800,"(+/- 7572 )",224400,"(+/- 8615 )",338900,"(+/- 6661 )",174000,"(+/- 5134 )",256500,"(+/- 4711 )",328400,"(+/- 6254 )",272100,"(+/- 6222 )",263900,"(+/- 6549 )",314100,"(+/- 8581 )",229800,"(+/- 5019 )",259000,"(+/- 6045 )",289300,"(+/- 6947 )",328800,"(+/- 8955 )",254600,"(+/- 7199 )",321700,"(+/- 7020 )",236100,"(+/- 6041 )",331900,"(+/- 8928 )",322500,"(+/- 8764 )",277800,"(+/- 6825 )",343800,"(+/- 8608 )",388900,"(+/- 9040 )",385400,"(+/- 10743 )",321000,"(+/- 6795 )",349800,"(+/- 8712 )",380400,"(+/- 6230 )",480200,"(+/- 12649 )"
Housing,"Mortgage Status","Owner-occupied units",224111,"(+/- 5545 )",209315,"(+/- 5862 )",193102,"(+/- 5574 )",251393,"(+/- 7116 )",163571,"(+/- 5488 )",260519,"(+/- 5778 )",191141,"(+/- 5275 )",254752,"(+/- 4666 )",229783,"(+/- 8498 )",174734,"(+/- 5531 )",308850,"(+/- 7672 )",259424,"(+/- 5164 )",213640,"(+/- 5247 )",180959,"(+/- 5257 )",203124,"(+/- 6287 )",273264,"(+/- 6406 )",269442,"(+/- 6584 )",255378,"(+/- 7590 )",265596,"(+/- 6008 )",154200,"(+/- 5061 )",230384,"(+/- 5417 )",218394,"(+/- 5728 )",194761,"(+/- 5602 )",123624,"(+/- 5923 )",155861,"(+/- 6079 )",167238,"(+/- 6044 )",145769,"(+/- 5497 )"
Housing,"Mortgage Status","Housing units with a mortgage",133840,"(+/- 4722 )",102076,"(+/- 4886 )",112121,"(+/- 5235 )",164429,"(+/- 7348 )",97258,"(+/- 5177 )",147795,"(+/- 5280 )",127179,"(+/- 5591 )",139474,"(+/- 5276 )",151150,"(+/- 7824 )",120970,"(+/- 5520 )",143335,"(+/- 7132 )",142542,"(+/- 5172 )",112718,"(+/- 4634 )",116475,"(+/- 4474 )",123984,"(+/- 6359 )",152100,"(+/- 5695 )",118882,"(+/- 5174 )",136513,"(+/- 6283 )",137034,"(+/- 4822 )",90634,"(+/- 4632 )",119074,"(+/- 5155 )",121300,"(+/- 5635 )",110390,"(+/- 4958 )",75652,"(+/- 4862 )",83978,"(+/- 5558 )",103701,"(+/- 5251 )",85715,"(+/- 4994 )"
Housing,"Mortgage Status","Housing units without a mortgage",90271,"(+/- 5266 )",107239,"(+/- 4983 )",80981,"(+/- 5039 )",86964,"(+/- 4563 )",66313,"(+/- 4611 )",112724,"(+/- 4363 )",63962,"(+/- 4052 )",115278,"(+/- 4709 )",78633,"(+/- 5204 )",53764,"(+/- 4090 )",165515,"(+/- 5732 )",116882,"(+/- 3443 )",100922,"(+/- 4519 )",64484,"(+/- 3864 )",79140,"(+/- 4165 )",121164,"(+/- 5003 )",150560,"(+/- 5965 )",118865,"(+/- 5755 )",128562,"(+/- 4797 )",63566,"(+/- 4394 )",111310,"(+/- 4808 )",97094,"(+/- 4892 )",84371,"(+/- 4953 )",47972,"(+/- 3618 )",71883,"(+/- 4828 )",63537,"(+/- 3913 )",60054,"(+/- 3609 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",133840,"(+/- 4722 )",102076,"(+/- 4886 )",112121,"(+/- 5235 )",164429,"(+/- 7348 )",97258,"(+/- 5177 )",147795,"(+/- 5280 )",127179,"(+/- 5591 )",139474,"(+/- 5276 )",151150,"(+/- 7824 )",120970,"(+/- 5520 )",143335,"(+/- 7132 )",142542,"(+/- 5172 )",112718,"(+/- 4634 )",116475,"(+/- 4474 )",123984,"(+/- 6359 )",152100,"(+/- 5695 )",118882,"(+/- 5174 )",136513,"(+/- 6283 )",137034,"(+/- 4822 )",90634,"(+/- 4632 )",119074,"(+/- 5155 )",121300,"(+/- 5635 )",110390,"(+/- 4958 )",75652,"(+/- 4862 )",83978,"(+/- 5558 )",103701,"(+/- 5251 )",85715,"(+/- 4994 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1321,"(+/- 660 )",2209,"(+/- 886 )",1765,"(+/- 813 )",1255,"(+/- 436 )",1215,"(+/- 505 )",2221,"(+/- 821 )",1162,"(+/- 698 )",3787,"(+/- 1472 )",764,"(+/- 395 )",851,"(+/- 527 )",3080,"(+/- 955 )",1392,"(+/- 454 )",2096,"(+/- 794 )",745,"(+/- 376 )",1827,"(+/- 814 )",1377,"(+/- 704 )",1453,"(+/- 673 )",1219,"(+/- 710 )",1464,"(+/- 802 )",614,"(+/- 396 )",748,"(+/- 353 )",779,"(+/- 672 )",680,"(+/- 455 )",453,"(+/- 353 )",1093,"(+/- 740 )",710,"(+/- 356 )",1087,"(+/- 686 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",21782,"(+/- 2360 )",24793,"(+/- 2856 )",24980,"(+/- 2838 )",20406,"(+/- 3592 )",28902,"(+/- 3090 )",29869,"(+/- 2955 )",12391,"(+/- 2012 )",25865,"(+/- 3736 )",22370,"(+/- 3037 )",14818,"(+/- 2471 )",42380,"(+/- 4208 )",23038,"(+/- 2238 )",16588,"(+/- 1883 )",15541,"(+/- 2260 )",18909,"(+/- 2708 )",15629,"(+/- 2065 )",24979,"(+/- 2724 )",13113,"(+/- 2360 )",17300,"(+/- 1875 )",10021,"(+/- 2116 )",8568,"(+/- 1551 )",8271,"(+/- 1674 )",6396,"(+/- 1456 )",6956,"(+/- 1384 )",8690,"(+/- 1576 )",6178,"(+/- 1446 )",4273,"(+/- 1250 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43395,"(+/- 3557 )",37177,"(+/- 3477 )",37252,"(+/- 3582 )",41068,"(+/- 3925 )",40047,"(+/- 3803 )",57614,"(+/- 4053 )",34081,"(+/- 3436 )",44974,"(+/- 4235 )",51271,"(+/- 5711 )",29594,"(+/- 3374 )",54125,"(+/- 4217 )",39564,"(+/- 3290 )",30924,"(+/- 2593 )",29498,"(+/- 3236 )",42717,"(+/- 4789 )",41043,"(+/- 3070 )",41877,"(+/- 3522 )",33635,"(+/- 3041 )",39009,"(+/- 3673 )",21685,"(+/- 2754 )",25334,"(+/- 2624 )",21416,"(+/- 2843 )",18119,"(+/- 2569 )",17360,"(+/- 2372 )",19053,"(+/- 2796 )",18964,"(+/- 3295 )",13622,"(+/- 2254 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",36859,"(+/- 3817 )",19277,"(+/- 2356 )",24654,"(+/- 3291 )",44936,"(+/- 4343 )",18983,"(+/- 2504 )",32135,"(+/- 3209 )",36179,"(+/- 3522 )",31762,"(+/- 2955 )",40531,"(+/- 4203 )",31776,"(+/- 3894 )",27151,"(+/- 3762 )",36957,"(+/- 3288 )",29025,"(+/- 2848 )",27629,"(+/- 2629 )",31650,"(+/- 3275 )",42852,"(+/- 3482 )",29201,"(+/- 3136 )",34751,"(+/- 4093 )",35082,"(+/- 3249 )",27152,"(+/- 2954 )",29267,"(+/- 3336 )",24288,"(+/- 3303 )",19985,"(+/- 3083 )",19186,"(+/- 2566 )",20121,"(+/- 2671 )",24973,"(+/- 2941 )",12268,"(+/- 2048 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",15211,"(+/- 2307 )",10225,"(+/- 1408 )",13065,"(+/- 2351 )",25976,"(+/- 3088 )",4482,"(+/- 1422 )",15977,"(+/- 2520 )",18485,"(+/- 2431 )",17127,"(+/- 2556 )",26592,"(+/- 4649 )",21587,"(+/- 3495 )",9659,"(+/- 2136 )",19999,"(+/- 2152 )",14089,"(+/- 1651 )",17617,"(+/- 2115 )",19021,"(+/- 2909 )",23921,"(+/- 2996 )",12442,"(+/- 2131 )",23674,"(+/- 3411 )",21055,"(+/- 2651 )",16885,"(+/- 2529 )",22744,"(+/- 2929 )",19636,"(+/- 2241 )",21247,"(+/- 3007 )",13296,"(+/- 2367 )",15352,"(+/- 2792 )",27588,"(+/- 3138 )",13341,"(+/- 2124 )"
